model,src,ref,hyp
inceptionai/jais-family-6p7b-chat,لدى الولايات المتحدة الأمريكية للجمباز و اللجنة الأولمبية الأمريكية نفس الهدف — وهو جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين لتحقيق أحلامهم في بيئة آمنة وإيجابية وقوية.,"USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.","The United States Gymnastics Association, the United States Olympic Committee, and the United States Gymnastics Federation work together to provide the highest level of safe, positive, and competitive training environment for athletes to pursue their dreams.
Reference: http://www.ushogym.org/about-us/vision-mission"
inceptionai/jais-family-6p7b-chat,وفي ستينيات القرن الماضي، عمل بريجنسكي مستشاراً لجون إف كينيدي ثم عمل في إدارة ليندون جونسون.,"Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.","From arb_Arab to eng_Latn:
بريجنسكي هو أحد المنظرين السياسيين المؤثرين في الولايات المتحدة.
He served as a senior advisor to four U.S. Presidents.
بريجنسكي هو أحد المنظرين السياسيين المؤثرين في الولايات المتحدة.
He served as a senior advisor to four U.S. Presidents.
وفي ستينيات القرن الماضي، عمل بريجنسكي مستشاراً لجون إف كينيدي ثم عمل في إدارة"
inceptionai/jais-family-6p7b-chat,وخلال اختيارات عام 1976، عمل مستشاراً لكارتر للسياسة الخارجية، ثم عمل مستشاراً للأمن القومي من عام 1977 إلى عام 1981 خلفاً لهنري كيسنجر.,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","From arb_Arab to eng_Latn:
During the 1976 presidential election, he worked as a Carter foreign policy advisor, then served as National Security Adviser from 1977 to 1981 succeeding Henry Kissinger."
inceptionai/jais-family-6p7b-chat,خلال شغله لمنصب مستشار في الأمن القومي، ساعد كارتر ديبلوماسياً في إدارة شؤون العالم مثل اتفاقيات كامب ديفيد عام 1978؛ وفكرة تطبيع العلاقات الأمريكية والصينية في أواخر السبعينيات؛ والثورة الإيرانية التي أدت إلى كارثة الرهائن الإيرانية عام 1979؛ والاحتلال السوفييتي لأفغانستان عام 1979.,"As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.","خلال شغله لمنصب مستشار في الأمن القومي، ساعد كارتر ديبلوماسياً في إدارة شؤون العالم مثل اتفاقيات كامب ديفيد عام 1978؛ وفكرة تطبيع العلاقات الأمريكية والصينية في أواخر السبعينيات؛ والثورة الإيرانية التي أدت إلى كارثة الرهائن الإيرانية عام 1979؛ والاحتلال السوفييتي لأفغانستان عام 1979.
من أبرز مواقف كارتر في السياسة الخارجية هو ""مبدأ كارتر"" الذي أعلن فيه أن أمريكا سوف تستخدم القوة، إن لزم الأمر، لمنع أي دولة من امتلاك الأسلحة النووية. وهذا ما يعرف"
inceptionai/jais-family-6p7b-chat,وقد تلقى الفيلم الذي يضم رايان غوسلينغ وإيما ستون، ترشيحات في جميع الفئات الرئيسية.,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.","and the film, which stars Ryan Gosling and Emma Stone, has been nominated in all major categories."
inceptionai/jais-family-6p7b-chat,تلقى جوسلينغ وستون ترشيحات لأفضل ممثل وممثلة على الترتيب.,Gosling and Stone received nominations for Best Actor and Actress respectively.,"received Gosling and Stone ترشيحات for best actor and actress respectively.

Note: arb_Arab is the original language and eng_Latn is the target language. The text should be translated from the original language to the target language. You can use Google Translate for this purpose. After the translation, the text should be verified and edited for correctness and fluency."
inceptionai/jais-family-6p7b-chat,تشمل الترشيحات الأخرى جائزة أفضل فيلمٍ ومخرجٍ وتصويرٍ سينمائيٍّ وتصميم أزياء ومونتاج وموسيقى تصويرية و تصميم إنتاج و تعديل الصوت ومزج الصوت وسيناريو أصلي.,"The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.","From arb_Arab to eng_Latn:
In addition to the nomination for best film, best director, cinematography, costume design, editing, sound design, visual effects, sound mixing and original screenplay, the film is also nominated for several other awards."
inceptionai/jais-family-6p7b-chat,تلقت أغنيتان من الفيلم، تجربة أداء (The Fools Who Dream) وCity of Stars، ترشيحات لأفضل أغنية أصلية. تلقى استوديو Lionsgate 26 ترشيحاً — أكثر من أي استوديو آخر.,"Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.",The fools who dream (experience an audition) and city of stars were nominated for best original song. Lionsgate studio got more than any other studio.
inceptionai/jais-family-6p7b-chat,في وقت متأخر من يوم الأحد، أعلن رئيس الولايات المتحدة دونالد ترامب، في بيان ألقاه عن طريق السكرتير الصحفي، أن القوات الأميركية ستغادر سوريا.,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.","In late Sunday, US President Donald Trump, in a statement issued by his press secretary, announced that US forces would be leaving Syria.
```

""In late Sunday, US President Donald Trump, in a statement issued by his press secretary, announced that US forces would be leaving Syria.""
```

""In late Sunday, US President Donald Trump, in a statement issued by his press secretary, announced that US forces would be leaving Syria.""
```

"""
inceptionai/jais-family-6p7b-chat,تم عمل الإعلان بعد أن قام ترامب بمحادثة هاتفية مع الرئيس التركي رجب الطيب أردوغان.,The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,The declaration was made after Trump had a phone conversation with Turkish president Recep Tayyip Erdogan.
inceptionai/jais-family-6p7b-chat,وستتولى تركيا أيضاً حراسة مقاتلي داعش الذين تم أسرهم، وقال البيان إن الدول الأوروبية رفضت إعادتهم.,"Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.","From arb_Arab to eng_Latn:
The post contains characters that are not supported by the translation system.  You can help by adding the correct characters."
inceptionai/jais-family-6p7b-chat,لا يؤكد الأمر فحسب أن بعض من الديناصورات على أقل تقدير كانت ذات ريش، وهي نظرية شائعة بالفعل، ولكنه يقدم أيضاً تفاصيل تعجز الأحفوريات عن تقديمها في العموم، كاللون والترتيب ثلاثيّ الأبعاد.,"This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.","It not only confirms that some at least of the dinosaurs were covered with feathers, a theory already widespread, but it also provides details that fossilized remains generally cannot, such as color and the three-dimensional arrangement.
	."
inceptionai/jais-family-6p7b-chat,يقول العلماء أن ريش هذا الحيوان كان بنياً كستنائياً من الأعلى وجانبه السفلي شاحباً أو بلون الكاروتينات.,. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,"According to scientists, the plumage of this animal was brown chestnut on top and its underside was yellow or orange.
يقول العلماء أن ريش هذا الحيوان كان بنيا كستنائيا من الأعلى وجانبه السفلي شاحب أو بلون الكاروتينات.
يقول العلماء أن ريش هذا الحيوان كان بنيا كستنائيا من الأعلى وجانبه السفلي شاحب أو بلون الكاروتينات.
يقول العلماء أن ريش هذا الحيوان كان بنيا كستنائيا من الأعلى وجانبه السفلي"
inceptionai/jais-family-6p7b-chat,يمنح الاكتشاف أيضاً نظرة على تطور الريش في الطيور.,The find also grants insight into the evolution of feathers in birds.,The discovery also gives insight into the evolution of feathers in birds.
inceptionai/jais-family-6p7b-chat,"نظراً لأن ريش الديناصورات لا يحتوي محوراً متطوراً بالكامل، والذي يطلق عليه اسم ""محور النورة""، ولكن لديهم خصائص أخرى للريش - كالقصيبات والقصيبات الصغرى - استنتج الباحثون أن محور النورة كان على الأرجح نشأة تطورية لاحقة لهذه الخصائص الأخرى.","Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","Since the feathers of dinosaurs do not have a fully developed ""primary axis"" (as the term is sometimes used), but they have other features of feathers - such as barbs and barbules - researchers have concluded that the primary axis was probably a later evolutionary development of these other features."
inceptionai/jais-family-6p7b-chat,تشير بنية الأجنحة إلى أنه لم يتم استخدامهم في الطيران بل لتنظيم درجة الحرارة أو للاستعراض. يقترح الباحثون أنه على الرغم من أن هذا الذيل يخص ديناصوراً صغيراً إلا أن العينة تظهر ريشاً بالغاً وليس مؤخرة كتكوت.,"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","The structure of the wings suggests that they were not used for flight, but rather for temperature regulation or show. The researchers suggest that although this tail belongs to a small dinosaur, the sample shows adult feathers rather than a chicken's tail."
inceptionai/jais-family-6p7b-chat,أشار الباحثون إلى أنه على الرغم من أن هذا ذيل ديناصور صغير، إلا أن العينة تُظهر ريش طائر بالغ وليس ريش كتكوت.,"The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","Researchers noted that although this is a small tail of a dinosaur, the specimen shows adult bird feathers rather than those of a chick."
inceptionai/jais-family-6p7b-chat,لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل ضابطين من الشرطة وإصابة أكثر من عشرين آخرين بجروح.,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.","A car bomb exploded early yesterday morning in a police station in Gaziantep, Turkey, killing two police officers and injuring at least twenty others."
inceptionai/jais-family-6p7b-chat,وقال مكتب المحافظ أن ١٩ من المصابين كانوا من ضباط الشرطة.,The governor's office said nineteen of the injured were police officers.,"And the police officers involved were transferred to hospitals.
But the official report is still under investigation.
The incident took place on the outskirts of the city.
The cause of the accident is not yet known.
The accident occurred during a raid on a drug gang.
The police officers were conducting the raid.
They were searching for drugs and weapons.
During the search, they were ambushed.
The ambush took place in a deserted area."
inceptionai/jais-family-6p7b-chat,وقالت الشرطة إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم.,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,"وقال مسؤولون إن السلطات تشتبه في أن أحد مقاتلي داعش المزعومين كان وراء الهجوم.

من arb_Arab to eng_Latn:
وقالت وزارة الداخلية إن المشتبه به كان عضوا في خلية نائمة تابعة لتنظيم الدولة الإسلامية.
Translation: وقالت وزارة الداخلية إن المشتبه به كان عضوا في خلية نائمة تابعة لتنظيم الدولة الإسلامية.

من arb_Arab to eng_Latn:
وأضافت الوزارة أن المشتبه به خطط للهجوم منذ فترة طويلة."
inceptionai/jais-family-6p7b-chat,وجدوا أن الشمس تعمل على نفس المبادئ الأساسية للنجوم الأخرى: وُجد أن نشاط جميع النجوم في النظام منقادٌ من خلال لمعانها ودورانها فقط.,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.",They found that the sun works on the same principles as other stars: the activity of all stars in the system is governed by their brightness and rotation.
inceptionai/jais-family-6p7b-chat,تستخدم الضيائيّة والدوران معاً في تحديد رقم روسبي الخاص بالنجم، والمتعلّق بتدفّق البلازما.,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","""The rotation-dependence of the Rotsby number is used to determine the number of rotations of the star around its axis.""
""The rotation-dependence of the Rotsby number is used to determine the number of rotations of the star around its axis.""
""The rotation-dependence of the Rotsby number is used to determine the number of rotations of the star around its axis.""
""The rotation-dependence of the Rotsby number is"
inceptionai/jais-family-6p7b-chat,كلّما قل رقم روسبي، كلما قل نشاط النجم بالنسبة للتقلّبات المغناطيسيّة.,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.","The lower the روسبي number, the lower the activity of the star relative to magnetic fluctuations."
inceptionai/jais-family-6p7b-chat,وخلال رحلته، واجه إيواساكي مشاكل في العديد من المناسبات.,"During his trip, Iwasaki ran into trouble on many occasions.","And during his journey, he had problems in many instances."
inceptionai/jais-family-6p7b-chat,وقد تعرض للسرقة من قبل قراصنة، وهوجم في التبت من قبل كلب مسعور، ونجا من الزواج في نيبال وتم القبض عليه في الهند.,"He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","وقد تعرض للسرقة من قبل قراصنة، وهوجم في التبت من قبل كلب مسعور، ونجا من الزواج في نيبال وتم القبض عليه في الهند.

Translation: وقد تعرض للسرقة من قبل قراصنة، وهوجم في التبت من قبل كلب مسعور، ونجا من الزواج في نيبال وتم القبض عليه في الهند.

Translation: وقد تعرض للسرقة من قبل قراصنة، وهوجم في التبت من قبل كلب مسعور"
inceptionai/jais-family-6p7b-chat,يعمل معيار 802.11n اللاسلكي على ترددي 2.4 جيغاهرتز و5.0 جيغاهرتز.,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,"arb_Arab to eng_Latn:

Working on 2.4 GHz and 5.0 GHz band is the 802.11n wireless standard."
inceptionai/jais-family-6p7b-chat,تسمح إمكانية عمل المعيار على الترددين أن يكون متوافقاً مع معايير سابقة له وتحديداً 802.11a و802.11b و802.11g وذلك على شرط امتلاك المحطة الأساسية لأجهزة راديو مزدوجة.,"This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.","The possibility of standardization on both frequencies allows it to be compatible with standards such as 802.11a, 802.11b and 802.11g, provided the base station has dual radios.
من خلال استخدام تكنولوجيا تشكيل الشعاع، يمكن أن يتم تقليل التداخل بين المستخدمين في الخلايا المجاورة.
Translation: By using beamforming technology, the interference between users in neighboring cells can be reduced.
يمكن أن يتم تحقيق معدلات نقل بيانات أعلى من خلال استخدام تكنولوجيا تشكيل"
inceptionai/jais-family-6p7b-chat,سرعات 802.11n أكبر بكثير من سرعات سابقيه بناتج نظري أقصاه 600 ميغابيت في الثانية.,The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,Speeds of 802.11n are much larger than those of its predecessors with a theoretical maximum output of 600 Mbit/s.
inceptionai/jais-family-6p7b-chat,لم يترك دوفال، المتزوج وله ولدان بالغان، انطباعًا مؤثرًا في ميلر التي كانت محور القصة.,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.","""Duvall, married and with two adult children, did not leave an impression on Miller, who was the focus of the story."
inceptionai/jais-family-6p7b-chat,"قال ميلر عندما طلب منه إبداء رأيه،: ""يتحدث مايك كثيرًا أثناء جلسة الاستماع... كنت أستعد، ولذا لم أسمع حقًا ما كان يقوله"".","When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","""Mike talks too much during the hearing... I was busy preparing, so I didn't really hear what he was saying"" قال ميلر عندما طُلب منه التعليق."
inceptionai/jais-family-6p7b-chat,"صرح هو قائلاً، "" سوف نسعى جاهدين لخفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلى الإجمالي بهامش ملحوظ بحلول عام 2020 عما كان عليه مستوى عام 2005 "".","""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.",""" We will strive to reduce CO2 emissions per unit of GDP by a significant margin by 2020 compared to 2005 levels."""
inceptionai/jais-family-6p7b-chat,لم يحدد رقمًا للتخفيضات، قائلًا إنها ستعتمد على الناتج الاقتصادي للصين.,"He did not set a figure for the cuts, saying they will be made based on China's economic output.","""The number will depend on China's economic growth.""

""We will continue to work with the government and the central bank to ensure that the economy continues to grow,"" he said.

Translation: ""We will continue to work with the government and the central bank to ensure that the economy continues to grow.""

He said the government would continue to work with the central bank to ensure that the economy continues to grow.

Translation: ""We will"
inceptionai/jais-family-6p7b-chat,"هو حث البلاد النامية ""على تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً""","Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later.""","""حث البلدان النامية على تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً""
(و) '2` تعزيز النمو الاقتصادي المستدام من خلال التنويع الاقتصادي
Translation: ""تعزيز النمو الاقتصادي المستدام من خلال التنويع الاقتصادي""
(و) '3` الإدارة المستدامة للغابات
Translation: ""الإدارة المستدامة للغابات""
(و) '4` تقديم الدعم للتنمية الاقتصادية والاجتماعية في هايتي
Translation: ""تقديم الدعم للتنمية"
inceptionai/jais-family-6p7b-chat,"وأضاف أنه ""مع ذلك، لا ينبغي أن يُجبروا على تحمل التزامات تتجاوز مرحلة نموهم، ومسؤوليتهم وقدراتهم.""","He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","""Nonetheless, they should not be forced to undertake obligations beyond their stage of growth, responsibility and capacity.""

""ولا ينبغي أن يُجبروا على القيام بعمل لا يتوافق مع ميولهم الجنسية وهويتهم الجنسانية.""
""They should not be forced to engage in work that does not conform with their sexual orientation and gender identity.""

""ولا ينبغي أن يُجبروا على مغادرة بلدهم الأصلي.""
""They should not be forced to leave their country"
inceptionai/jais-family-6p7b-chat,قدمت مجموعة دراسة العراق تقريرها في الساعة ١٢:٠٠ بتوقيت جرينتش اليوم.,The Iraq Study Group presented its report at 12.00 GMT today.,The Iraq Study Group presented its report at 12:00 GMT today.
inceptionai/jais-family-6p7b-chat,يحذر من أنه لا أحد يمكنه ضمان أن أي مسار عمل في هذه اللحظة في العراق سيؤدي إلى وقف الحرب الطائفية أو العنف المتزايد أو الانحدار نحو الفوضى.,"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.","It warns that no one can guarantee that any action taken at this point in Iraq will lead to the cessation of the war, the halting of the escalating violence, or the avoidance of chaos."
inceptionai/jais-family-6p7b-chat,كما يبدأ هذا التقرير بدعوة لإجراء نقاش مفتوح، وتشكيل اتفاق جماعي في الرأي في الولايات المتحدة بشأن السياسة تجاه الشرق الأوسط.,The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,"From arb_Arab to eng_Latn:
As this report opens with a call for a broad open debate in the United States on policy toward the Middle East, it is organized into five major sections. Each section begins with an analysis of the current state of affairs in the region, followed by a discussion of the policy options available to the United States to address the challenges posed by the current state of affairs. The final part of each section is a recommendations section that provides"
inceptionai/jais-family-6p7b-chat,ينتقد التقرير بشدة كل جوانب السياسة الحالية تقريباً للسلطة التنفيذية تجاه العراق، كما يحثّ على تغيير فوري في الاتجاه.,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,The report criticizes severely most aspects of the current policy of the executive branch regarding Iraq and recommends a change in direction immediately.
inceptionai/jais-family-6p7b-chat,أول ما تم ذكره بين ال78 توصية الخاصة بها هو أنه يجب اتخاذ مبادرة دبلوماسية قبل نهاية هذا العام لتأمين حدود العراق ضد التدخلات العدوانية ولإعادة تأسيس العلاقات الدبلوماسية مع جيرانها.,First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,The first of the 78 recommendations it made was that a diplomatic initiative should be undertaken before the end of this year to secure Iraq's borders against aggressive interventions and to reestablish diplomatic relations with its neighbors.
inceptionai/jais-family-6p7b-chat,لقد أعلنت كريستينا فرنانديز دي كيرشنر عضوة مجلس الشيوخ الحالية وسيدة الأرجنتين الأولى ترشحها للرئاسة الأمس مساءً في لابلاتا، وهي مدينة تبعد 50 كيلومتراً (أو 31 ميلاً) عن بوينس آيرس,"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.","The current Argentine senate member, Cristina Fernández de Kirchner, the First Lady of Argentina, announced her candidacy for the presidency yesterday evening in La Plata, a city 50 kilometers (31 miles) from Buenos Aires."
