model,src,ref,hyp
ALLaM-AI/ALLaM-7B-Instruct-preview,"One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.",كان كوكتيل واحد من الأجسام المضادة، وهو ZMapp، واعداً في البداية في هذا المجال، ولكن الدراسات الرسمية أشارت إلى أن الفائدة المترتبة على هذا الكوكتيل كانت أقل من الفوائد التي تم السعي إليها في منع الموت.,واحدٌ من مزيج الأجسام المضادة، زِمْبَاب، أظهر في البداية وعودًا في هذا المجال، لكن الدراسات الرسمية أشارت إلى أنه كان أقل فائدةً مما هو مطلوب في منع الوفاة.
ALLaM-AI/ALLaM-7B-Instruct-preview,"In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.",في تجربة PALM، استُخدم عقار ZMapp كمعيار مراقبة، بمعنى أن العلماء وضعوه كأساس وقارنوا العلاجات الثلاثة الأخرى به.,في تجربة PALM، استُخدم ZMapp كضابط، مما يعني أن العلماء استخدموه كخط أساس وقارنوا العلاجات الثلاثة الأخرى به.
ALLaM-AI/ALLaM-7B-Instruct-preview,USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,تدعم الولايات المتحدة للجمباز رسالة اللجنة الأولمبية الأمريكية وتقبل الحاجة المطلقة للأسرة الأولمبية لتعزيز بيئةٍ آمنةٍ لجميعِ الرياضيين لدينا.,يدعمُ جمعيّةُ الجمبازِ الأمريكيّةُ رسالةَ اللجنةِ الأولمبيّةِ الأمريكيّةِ ويقبلُ الحاجةَ المطلقةَ لعائلةِ الأولمبيّةِ للترويجِ لبيئةٍ آمنةٍ لجميعِ رياضيينا.
ALLaM-AI/ALLaM-7B-Instruct-preview,"We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.",نتفق مع بيان اللجنة الأولمبية الأمريكية بأن مصالح الرياضيين والأندية، ورياضتهم، يمكن أن تُخدم بشكل أفضل من خلال المضي قدماً في تغيير ذي مغزى داخل مؤسستنا، بدلاً من سحب التراخيص.,نُوافق على بيان اللجنة الأولمبية الأمريكية بأن مصالح رياضيينا وأنديتنا ورياضتهم قد تكون أفضل خدمة من خلال المضي قدمًا في التغيير الهادف داخل منظمتنا، بدلاً من إلغاء التصديق.
ALLaM-AI/ALLaM-7B-Instruct-preview,USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,تدعم الولايات المتحدة للجمباز تحقيقًا مستقلًا قد يسلط الضوء على أن وصف الإساءة النسبية بشجاعةٍ من قبل الناجين من لاري نصار قد كان من الممكن ألا يتم اكتشافه لفترة طويلة بدون احتضان أية تغييرات ضرورية ومناسبة.,يدعم الاتحاد الأمريكي للجمباز تحقيقًا مستقلاً قد يسلط الضوء على كيفية عدم اكتشاف إساءة استخدام من هذا النوع، التي وصفها بشجاعة الناجون من لاري نصار، لفترة طويلة، ويتبنى أي تغييرات ضرورية ومناسبة.
ALLaM-AI/ALLaM-7B-Instruct-preview,"USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.",لدى الولايات المتحدة الأمريكية للجمباز و اللجنة الأولمبية الأمريكية نفس الهدف — وهو جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين لتحقيق أحلامهم في بيئة آمنة وإيجابية وقوية.,الاتحادُ الأمريكي للجمباز واللجنةُ الأولمبيةُ الأمريكيةُ لهما نفسُ الهدفِ - جعلُ رياضةِ الجمباز، وغيرها، آمنةً قدرَ الإمكانِ للرياضيينَ لتحقيقِ أحلامِهم في بيئةٍ آمنةٍ وإيجابيةٍ ومُمَكَّنةٍ.
ALLaM-AI/ALLaM-7B-Instruct-preview,"Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.",وفي ستينيات القرن الماضي، عمل بريجنسكي مستشاراً لجون إف كينيدي ثم عمل في إدارة ليندون جونسون.,خِلالَ السِتِّينَاتِ، عَمِلَ بِرْزِنسْكِي لِمُستشارِ جُون ف. كِنِدي، ثُمَّ عَمِلَ لِمُستشارِ إدَارَةِ لِنْدُن ب. جُونز.
ALLaM-AI/ALLaM-7B-Instruct-preview,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.",وخلال اختيارات عام 1976، عمل مستشاراً لكارتر للسياسة الخارجية، ثم عمل مستشاراً للأمن القومي من عام 1977 إلى عام 1981 خلفاً لهنري كيسنجر.,خِلالَ اخْتِيَارَاتِ السَّنَةِ 1976م، نَصَحَ كارترَ بِالسِّياسَةِ الخَارِجِيَّةِ، ثُمَّ عَمِلَ كَنَائِسِرِ الأَمْنِ الوَطَنِيِّ مِنْ عَامِ 1977م إِلَى عَامِ 1981م، بَعْدَ هِنري كيسنجر.
ALLaM-AI/ALLaM-7B-Instruct-preview,"As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.",خلال شغله لمنصب مستشار في الأمن القومي، ساعد كارتر ديبلوماسياً في إدارة شؤون العالم مثل اتفاقيات كامب ديفيد عام 1978؛ وفكرة تطبيع العلاقات الأمريكية والصينية في أواخر السبعينيات؛ والثورة الإيرانية التي أدت إلى كارثة الرهائن الإيرانية عام 1979؛ والاحتلال السوفييتي لأفغانستان عام 1979.,كـ وكيلٍ للأمن القومي، ساعد كارتر في التعامل مع الشؤون العالمية دبلوماسيًا، مثل اتفاقيات كامب ديفيد عام 1978، وتطبيع العلاقات بين الولايات المتحدة والصين خلال أواخر السبعينيات، والثورة الإيرانية التي أدت إلى أزمة الرهائن في إيران عام 1979، والغزو السوفييتي لأفغانستان عام 1979.
ALLaM-AI/ALLaM-7B-Instruct-preview,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.",وقد تلقى الفيلم الذي يضم رايان غوسلينغ وإيما ستون، ترشيحات في جميع الفئات الرئيسية.,الفيلم، الذي يضم رايان جوسلينج وإيما ستون، حصل على ترشيحات في جميع الفئات الرئيسية.
ALLaM-AI/ALLaM-7B-Instruct-preview,Gosling and Stone received nominations for Best Actor and Actress respectively.,تلقى جوسلينغ وستون ترشيحات لأفضل ممثل وممثلة على الترتيب.,غوسلينغ وستون تلقيا ترشيحات لجائزة أفضل ممثل وأفضل ممثلة على التوالي.
ALLaM-AI/ALLaM-7B-Instruct-preview,"The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.",تشمل الترشيحات الأخرى جائزة أفضل فيلمٍ ومخرجٍ وتصويرٍ سينمائيٍّ وتصميم أزياء ومونتاج وموسيقى تصويرية و تصميم إنتاج و تعديل الصوت ومزج الصوت وسيناريو أصلي.,الترشيحات الأخرى تشمل أفضل فيلم، مخرج، تصوير سينمائي، تصميم أزياء، تحرير الفيلم، الموسيقى التصويرية الأصلية، تصميم الإنتاج، تحرير الصوت، المزج الصوتي والسيناريو الأصلي.
ALLaM-AI/ALLaM-7B-Instruct-preview,"Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.",تلقت أغنيتان من الفيلم، تجربة أداء (The Fools Who Dream) وCity of Stars، ترشيحات لأفضل أغنية أصلية. تلقى استوديو Lionsgate 26 ترشيحاً — أكثر من أي استوديو آخر.,خُلِصَت اثنتان من الأغاني في الفيلم، أغنية Audition (The Fools Who Dream) وأغنية City of Stars، إلى الترشيحات لجائزة أفضل أغنية أصلية. وحصل استوديو Lionsgate على 26 ترشيحًا - أكثر من أي استوديو آخر.
ALLaM-AI/ALLaM-7B-Instruct-preview,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.",في وقت متأخر من يوم الأحد، أعلن رئيس الولايات المتحدة دونالد ترامب، في بيان ألقاه عن طريق السكرتير الصحفي، أن القوات الأميركية ستغادر سوريا.,أعلن الرئيس الأمريكي دونالد ترامب، في وقت متأخر من يوم الأحد، في بيان ألقاه عبر السكرتير الصحفي، أن القوات الأمريكية ستنسحب من سوريا.
ALLaM-AI/ALLaM-7B-Instruct-preview,The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,تم عمل الإعلان بعد أن قام ترامب بمحادثة هاتفية مع الرئيس التركي رجب الطيب أردوغان.,أُعْلِنَ ذلك بعد أن أجرى ترامب محادثة هاتفية مع الرئيس التركي رجب طيب أردوغان.
ALLaM-AI/ALLaM-7B-Instruct-preview,"Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.",وستتولى تركيا أيضاً حراسة مقاتلي داعش الذين تم أسرهم، وقال البيان إن الدول الأوروبية رفضت إعادتهم.,ستتولى تركيا أيضاً مهمة حراسة مقاتلي تنظيم الدولة الإسلامية الذين تم أسرهم، والذين رفضت الدول الأوروبية إعادتهم إلى بلدانهم، بحسب البيان.
ALLaM-AI/ALLaM-7B-Instruct-preview,"This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.",لا يؤكد الأمر فحسب أن بعض من الديناصورات على أقل تقدير كانت ذات ريش، وهي نظرية شائعة بالفعل، ولكنه يقدم أيضاً تفاصيل تعجز الأحفوريات عن تقديمها في العموم، كاللون والترتيب ثلاثيّ الأبعاد.,هذه لا تؤكد فقط أن بعض الديناصورات على الأقل كانت لها ريش، وهي نظرية منتشرة بالفعل، بل تقدم تفاصيل لا تستطيع الأحافير عمومًا تقديمها، مثل اللون والترتيب ثلاثي الأبعاد.
ALLaM-AI/ALLaM-7B-Instruct-preview,. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,يقول العلماء أن ريش هذا الحيوان كان بنياً كستنائياً من الأعلى وجانبه السفلي شاحباً أو بلون الكاروتينات.,يقول العلماء إن ريش هذا الحيوان كان بنياً محمراً من الأعلى مع جانب سفلي باهت أو ملون بمادة الكاروتين.
ALLaM-AI/ALLaM-7B-Instruct-preview,The find also grants insight into the evolution of feathers in birds.,يمنح الاكتشاف أيضاً نظرة على تطور الريش في الطيور.,يُسهم هذا الاكتشاف أيضًا في تقديم نظرة ثاقبة حول تطور الريش لدى الطيور.
ALLaM-AI/ALLaM-7B-Instruct-preview,"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","نظراً لأن ريش الديناصورات لا يحتوي محوراً متطوراً بالكامل، والذي يطلق عليه اسم ""محور النورة""، ولكن لديهم خصائص أخرى للريش - كالقصيبات والقصيبات الصغرى - استنتج الباحثون أن محور النورة كان على الأرجح نشأة تطورية لاحقة لهذه الخصائص الأخرى.",لأن ريش الديناصورات لا يحتوي على محور متطور بشكل جيد، يسمى الريشة، ولكنه يحتوي على ميزات أخرى للريش - الأهداب والأهداب الفرعية - استنتج الباحثون أن الريشة كانت على الأرجح تطوراً لاحقاً لهذه الميزات الأخرى.
ALLaM-AI/ALLaM-7B-Instruct-preview,"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.",تشير بنية الأجنحة إلى أنه لم يتم استخدامهم في الطيران بل لتنظيم درجة الحرارة أو للاستعراض. يقترح الباحثون أنه على الرغم من أن هذا الذيل يخص ديناصوراً صغيراً إلا أن العينة تظهر ريشاً بالغاً وليس مؤخرة كتكوت.,تشير بنية الريش إلى أنها لم تُستخدم في الطيران، بل في تنظيم درجة الحرارة أو العرض. واقترح الباحثون أن هذه الريشات هي ريشات بالغة وليست ريشات فرخ، على الرغم من أنها ذيل ديناصور صغير.
ALLaM-AI/ALLaM-7B-Instruct-preview,"The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.",أشار الباحثون إلى أنه على الرغم من أن هذا ذيل ديناصور صغير، إلا أن العينة تُظهر ريش طائر بالغ وليس ريش كتكوت.,اقترح الباحثون أنه على الرغم من أن هذا الذيل يعود إلى ديناصور صغير، فإن العينة تُظهر ريشًا بالغًا وليس ريشًا لفراخ.
ALLaM-AI/ALLaM-7B-Instruct-preview,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.",لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل ضابطين من الشرطة وإصابة أكثر من عشرين آخرين بجروح.,انفجرت سيارة مفخخة في مقر الشرطة في غازي عنتاب، تركيا أمس صباحا، مما أسفر عن مقتل شرطيين وإصابة أكثر من عشرين آخرين.
ALLaM-AI/ALLaM-7B-Instruct-preview,The governor's office said nineteen of the injured were police officers.,وقال مكتب المحافظ أن ١٩ من المصابين كانوا من ضباط الشرطة.,قال مكتب المحافظ إن تسعة عشر من المصابين هم من رجال الشرطة.
ALLaM-AI/ALLaM-7B-Instruct-preview,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,وقالت الشرطة إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم.,قالت الشرطة إنها تشتبه في أن مقاتلاً من تنظيم داعش يُزعم أنه كان من بين المهاجمين.
ALLaM-AI/ALLaM-7B-Instruct-preview,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.",وجدوا أن الشمس تعمل على نفس المبادئ الأساسية للنجوم الأخرى: وُجد أن نشاط جميع النجوم في النظام منقادٌ من خلال لمعانها ودورانها فقط.,وَجَدُوا الشَّمْسَ تَعْمَلُ عَلَى الْأَسَاسِ نَفْسِهِ كَالنُّجُومِ الْآخَرَةِ: فَوَجَدُوا أَنَّ نَشَاطَ كُلِّ النُّجُومِ فِي النِّظَامِ كَانَ مَحْفُوظًا بِضِيَاءِهَا، وَرُؤْيَتِهَا، وَلَا شَيْءٍ غَيْرَ ذَلِكَ.
ALLaM-AI/ALLaM-7B-Instruct-preview,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.",تستخدم الضيائيّة والدوران معاً في تحديد رقم روسبي الخاص بالنجم، والمتعلّق بتدفّق البلازما.,تُستخدم اللمعان والدوران معًا لتحديد رقم روسبي لنجم، وهو مرتبط بتدفق البلازما.
ALLaM-AI/ALLaM-7B-Instruct-preview,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.",كلّما قل رقم روسبي، كلما قل نشاط النجم بالنسبة للتقلّبات المغناطيسيّة.,الأصغر رقم روسبي، كان النجم أقل نشاطًا بالنسبة إلى الانقلابات المغناطيسية.
ALLaM-AI/ALLaM-7B-Instruct-preview,"During his trip, Iwasaki ran into trouble on many occasions.",وخلال رحلته، واجه إيواساكي مشاكل في العديد من المناسبات.,خِلالَ رِحْلَتِهِ، وَقَعَ إِيواساكي فِي مَشَاكِل عَلَى مَرِّ الأَحَادِيثِ.
ALLaM-AI/ALLaM-7B-Instruct-preview,"He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.",وقد تعرض للسرقة من قبل قراصنة، وهوجم في التبت من قبل كلب مسعور، ونجا من الزواج في نيبال وتم القبض عليه في الهند.,سُرق من قِبَل القراصنة، وهاجمه كلب مسعور في التبت، وهرب من الزواج في نيبال واعتقل في الهند.
ALLaM-AI/ALLaM-7B-Instruct-preview,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,يعمل معيار 802.11n اللاسلكي على ترددي 2.4 جيغاهرتز و5.0 جيغاهرتز.,المعيار 802.11n يعمل على كل من ترددات 2.4Ghz و 5.0Ghz.
ALLaM-AI/ALLaM-7B-Instruct-preview,"This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.",تسمح إمكانية عمل المعيار على الترددين أن يكون متوافقاً مع معايير سابقة له وتحديداً 802.11a و802.11b و802.11g وذلك على شرط امتلاك المحطة الأساسية لأجهزة راديو مزدوجة.,هذا سيمكنه من التوافق العكسي مع 802.11a و 802.11b و 802.11g، بشرط أن تحتوي المحطة الأساسية على راديوين.
ALLaM-AI/ALLaM-7B-Instruct-preview,The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,سرعات 802.11n أكبر بكثير من سرعات سابقيه بناتج نظري أقصاه 600 ميغابيت في الثانية.,سرعات 802.11n أسرع بكثير من تلك التي سبقتها، مع معدل نقل نظري أقصى يصل إلى 600 ميجابت في الثانية.
ALLaM-AI/ALLaM-7B-Instruct-preview,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.",لم يترك دوفال، المتزوج وله ولدان بالغان، انطباعًا مؤثرًا في ميلر التي كانت محور القصة.,دُوڤال، الذي هو متزوج ولديه طفلان بالغان، لم يترك انطباعًا كبيرًا على ميلر، الذي رويت له القصة.
ALLaM-AI/ALLaM-7B-Instruct-preview,"When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","قال ميلر عندما طلب منه إبداء رأيه،: ""يتحدث مايك كثيرًا أثناء جلسة الاستماع... كنت أستعد، ولذا لم أسمع حقًا ما كان يقوله"".","عندما سُئل عن التعليق، قال ميلر: ""يتحدث مايك كثيرًا أثناء الجلسة... كنت أستعد فلم أكن أسمع ما كان يقوله."""
ALLaM-AI/ALLaM-7B-Instruct-preview,"""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.","صرح هو قائلاً، "" سوف نسعى جاهدين لخفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلى الإجمالي بهامش ملحوظ بحلول عام 2020 عما كان عليه مستوى عام 2005 "".","""سنعمل على خفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلي الإجمالي بشكل ملحوظ بحلول عام 2020 مقارنة بمستوى عام 2005""، كما قال هو."
ALLaM-AI/ALLaM-7B-Instruct-preview,"He did not set a figure for the cuts, saying they will be made based on China's economic output.",لم يحدد رقمًا للتخفيضات، قائلًا إنها ستعتمد على الناتج الاقتصادي للصين.,لَمْ يُفْصِحْ عَنْ قَدْرٍ لِلْخَصْمِ، وَقَالَ: سَتُفْعَلُ عَلَى قَدْرِ نِتَاجِ الصِّينَ.
ALLaM-AI/ALLaM-7B-Instruct-preview,"Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later.""","هو حث البلاد النامية ""على تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً""","حثّ هو الدول النامية ""على تجنّب المسار القديم للتلوث أولاً ثم التنظيف لاحقاً."""
ALLaM-AI/ALLaM-7B-Instruct-preview,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","وأضاف أنه ""مع ذلك، لا ينبغي أن يُجبروا على تحمل التزامات تتجاوز مرحلة نموهم، ومسؤوليتهم وقدراتهم.""","أضيف أنه ""لا ينبغي أن يُطلب منهم، مع ذلك، تحمل التزامات تتجاوز مرحلة تطورهم ومسؤوليتهم وقدرتهم."""
ALLaM-AI/ALLaM-7B-Instruct-preview,The Iraq Study Group presented its report at 12.00 GMT today.,قدمت مجموعة دراسة العراق تقريرها في الساعة ١٢:٠٠ بتوقيت جرينتش اليوم.,قدمت جماعة دراسة العراق تقريرها في الساعة 12:00 بتوقيت جرينتش اليوم.
ALLaM-AI/ALLaM-7B-Instruct-preview,"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.",يحذر من أنه لا أحد يمكنه ضمان أن أي مسار عمل في هذه اللحظة في العراق سيؤدي إلى وقف الحرب الطائفية أو العنف المتزايد أو الانحدار نحو الفوضى.,يُحذِّرُ. لا أحد يستطيع أن يضمن أن أيَّ مسارٍ للعمل في العراق في هذه المرحلة سيوقف الحربَ الطائفية، أو العنفَ المتزايد، أو الانزلاقَ نحو الفوضى.
ALLaM-AI/ALLaM-7B-Instruct-preview,The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,كما يبدأ هذا التقرير بدعوة لإجراء نقاش مفتوح، وتشكيل اتفاق جماعي في الرأي في الولايات المتحدة بشأن السياسة تجاه الشرق الأوسط.,يُفتتح التقرير بنداء من أجل إجراء نقاش مفتوح وتشكيل إجماع في الولايات المتحدة حول السياسة تجاه الشرق الأوسط.
ALLaM-AI/ALLaM-7B-Instruct-preview,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,ينتقد التقرير بشدة كل جوانب السياسة الحالية تقريباً للسلطة التنفيذية تجاه العراق، كما يحثّ على تغيير فوري في الاتجاه.,التقرير ينتقد بشدة تقريبًا كل جانب من جوانب السياسة الحالية التي يتبعها التنفيذي تجاه العراق، ويدعو إلى تغيير فوري في الاتجاه.
ALLaM-AI/ALLaM-7B-Instruct-preview,First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,أول ما تم ذكره بين ال78 توصية الخاصة بها هو أنه يجب اتخاذ مبادرة دبلوماسية قبل نهاية هذا العام لتأمين حدود العراق ضد التدخلات العدوانية ولإعادة تأسيس العلاقات الدبلوماسية مع جيرانها.,أَوَّلُ مَا يَجِبُ فِعْلُهُ مِنْ 78 توصية هو أن تُتَّخَذَ مبادرةٌ دبلوماسيةٌ جديدةٌ قبل نهاية هذا العام؛ لضمان أمن حدود العراق ضد التدخلات العدائية، وإعادة العلاقات الدبلوماسية مع جيرانه.
