model,src,ref,hyp
tiiuae/Falcon3-7B-Instruct,بينما يبدو أن هناك لقاحاً واحداً تجريبياً قادراً على الحد من وفيات الإيبولا، حتى الآن، لم يتم إثبات أي عقاقير مناسبة لعلاج العدوى الموجودة.,"While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.","While there appears to be a single promising experimental treatment capable of achieving the WHO's target mortality rate, to date, no suitable biomarkers have been validated."
tiiuae/Falcon3-7B-Instruct,كان كوكتيل واحد من الأجسام المضادة، وهو ZMapp، واعداً في البداية في هذا المجال، ولكن الدراسات الرسمية أشارت إلى أن الفائدة المترتبة على هذا الكوكتيل كانت أقل من الفوائد التي تم السعي إليها في منع الموت.,"One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.","One of the most promising treatments for Ebola is ZMapp, developed early in this field, but official studies have shown that the benefits seen with this treatment were less than the benefits claimed in preventing death."
tiiuae/Falcon3-7B-Instruct,في تجربة PALM، استُخدم عقار ZMapp كمعيار مراقبة، بمعنى أن العلماء وضعوه كأساس وقارنوا العلاجات الثلاثة الأخرى به.,"In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.","<|assistant|>
In a Phase 1 trial of PALM, ZMapp was used as a comparator, meaning the scientists used it as a basis to compare the three other treatments."
tiiuae/Falcon3-7B-Instruct,تدعم الولايات المتحدة للجمباز رسالة اللجنة الأولمبية الأمريكية وتقبل الحاجة المطلقة للأسرة الأولمبية لتعزيز بيئةٍ آمنةٍ لجميعِ الرياضيين لدينا.,USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,The United States supports the IOC's decision to send the US Olympic Committee's invitation to the IOC to send the US Olympic Team to enhance a safe environment for all athletes.
tiiuae/Falcon3-7B-Instruct,نتفق مع بيان اللجنة الأولمبية الأمريكية بأن مصالح الرياضيين والأندية، ورياضتهم، يمكن أن تُخدم بشكل أفضل من خلال المضي قدماً في تغيير ذي مغزى داخل مؤسستنا، بدلاً من سحب التراخيص.,"We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.",The US Olympic Committee announced that the athletes' and the team's performance can be improved through brain training rather than doping.
tiiuae/Falcon3-7B-Instruct,تدعم الولايات المتحدة للجمباز تحقيقًا مستقلًا قد يسلط الضوء على أن وصف الإساءة النسبية بشجاعةٍ من قبل الناجين من لاري نصار قد كان من الممكن ألا يتم اكتشافه لفترة طويلة بدون احتضان أية تغييرات ضرورية ومناسبة.,USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,"The United States supports Jamba Quest's independent pursuit, which could shed light on whether the allegedly poor performance of Lara Nashaar was due to a prolonged period without any significant or appropriate intervention."
tiiuae/Falcon3-7B-Instruct,لدى الولايات المتحدة الأمريكية للجمباز و اللجنة الأولمبية الأمريكية نفس الهدف — وهو جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين لتحقيق أحلامهم في بيئة آمنة وإيجابية وقوية.,"USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.","The United States and the U.S. Olympic Committee have the same goal — to make sports, and not just gymnastics, safe for athletes to pursue their dreams in a safe, successful, and strong environment."
tiiuae/Falcon3-7B-Instruct,وفي ستينيات القرن الماضي، عمل بريجنسكي مستشاراً لجون إف كينيدي ثم عمل في إدارة ليندون جونسون.,"Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.","In the 1960s, Braganza worked as a consultant for Johnikin and then worked for Johnson & Johnson in management."
tiiuae/Falcon3-7B-Instruct,وخلال اختيارات عام 1976، عمل مستشاراً لكارتر للسياسة الخارجية، ثم عمل مستشاراً للأمن القومي من عام 1977 إلى عام 1981 خلفاً لهنري كيسنجر.,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","During the 1976 elections, he served as an ambassador for foreign affairs, then as a community security ambassador from 1977 to 1981 under Henry Kissinger."
tiiuae/Falcon3-7B-Instruct,خلال شغله لمنصب مستشار في الأمن القومي، ساعد كارتر ديبلوماسياً في إدارة شؤون العالم مثل اتفاقيات كامب ديفيد عام 1978؛ وفكرة تطبيع العلاقات الأمريكية والصينية في أواخر السبعينيات؛ والثورة الإيرانية التي أدت إلى كارثة الرهائن الإيرانية عام 1979؛ والاحتلال السوفييتي لأفغانستان عام 1979.,"As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.","During his career as a community security officer, Carter DeBloom assisted in managing world affairs such as the Camp David Accords of 1978; the shift in U.S.-Chinese relations in the 1970s; the Iranian Revolution which led to the hostage crisis in Iran in 1979; and the Soviet invasion of Afghanistan in 1979."
tiiuae/Falcon3-7B-Instruct,وقد تلقى الفيلم الذي يضم رايان غوسلينغ وإيما ستون، ترشيحات في جميع الفئات الرئيسية.,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.",The film that features Rayyan Ghousling and Emma Stone received rave reviews across the board.
tiiuae/Falcon3-7B-Instruct,تلقى جوسلينغ وستون ترشيحات لأفضل ممثل وممثلة على الترتيب.,Gosling and Stone received nominations for Best Actor and Actress respectively.,"Jason and Stun announced the top two delegates.
<|assistant|>
Jason and Stun announced the top two delegates."
tiiuae/Falcon3-7B-Instruct,تشمل الترشيحات الأخرى جائزة أفضل فيلمٍ ومخرجٍ وتصويرٍ سينمائيٍّ وتصميم أزياء ومونتاج وموسيقى تصويرية و تصميم إنتاج و تعديل الصوت ومزج الصوت وسيناريو أصلي.,"The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.","The annotations include the best film, director, and cinematography awards, as well as design of objects and sets, sound design, sound mixing, and original screenplay."
tiiuae/Falcon3-7B-Instruct,تلقت أغنيتان من الفيلم، تجربة أداء (The Fools Who Dream) وCity of Stars، ترشيحات لأفضل أغنية أصلية. تلقى استوديو Lionsgate 26 ترشيحاً — أكثر من أي استوديو آخر.,"Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.","Two of the film’s songs topped the charts, “The Fools Who Dream” and “City of Stars,” receiving eight nominations for Best Original Song. The studio, Lionsgate, received 26 nominations — more than any other studio.
<|assistant|>
لقد تلقت من الأغنية سنة الأول من الفيلم، ""الإخلاص الذ"
tiiuae/Falcon3-7B-Instruct,في وقت متأخر من يوم الأحد، أعلن رئيس الولايات المتحدة دونالد ترامب، في بيان ألقاه عن طريق السكرتير الصحفي، أن القوات الأميركية ستغادر سوريا.,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.","<|assistant|>
In a delayed statement on Monday, President Donald Trump announced via Twitter that the US military will invade Syria."
tiiuae/Falcon3-7B-Instruct,تم عمل الإعلان بعد أن قام ترامب بمحادثة هاتفية مع الرئيس التركي رجب الطيب أردوغان.,The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,The announcement was made after Tremblay had a phone conversation with Turkish President Abdullah Gul.
tiiuae/Falcon3-7B-Instruct,وستتولى تركيا أيضاً حراسة مقاتلي داعش الذين تم أسرهم، وقال البيان إن الدول الأوروبية رفضت إعادتهم.,"Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.","Turkey also began to hunt down ISIS fighters who had been resettled, and the official said European countries refused to take them back."
tiiuae/Falcon3-7B-Instruct,لا يؤكد الأمر فحسب أن بعض من الديناصورات على أقل تقدير كانت ذات ريش، وهي نظرية شائعة بالفعل، ولكنه يقدم أيضاً تفاصيل تعجز الأحفوريات عن تقديمها في العموم، كاللون والترتيب ثلاثيّ الأبعاد.,"This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.","<|assistant|>
The status quo is not enough to confirm the matter, as some of the theories on the subject have been estimated to be less than a percent, and they are in fact quite speculative, but they also provide details that would be impossible for the Hawking effect to explain in general, such as color and three-dimensionality."
tiiuae/Falcon3-7B-Instruct,يقول العلماء أن ريش هذا الحيوان كان بنياً كستنائياً من الأعلى وجانبه السفلي شاحباً أو بلون الكاروتينات.,. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,Scientists say that the species of this animal was originally a sturgeon with a flat belly or a color like carotin.
tiiuae/Falcon3-7B-Instruct,يمنح الاكتشاف أيضاً نظرة على تطور الريش في الطيور.,The find also grants insight into the evolution of feathers in birds.,Discovery also provides a glimpse into the evolution of feathers in birds.
tiiuae/Falcon3-7B-Instruct,"نظراً لأن ريش الديناصورات لا يحتوي محوراً متطوراً بالكامل، والذي يطلق عليه اسم ""محور النورة""، ولكن لديهم خصائص أخرى للريش - كالقصيبات والقصيبات الصغرى - استنتج الباحثون أن محور النورة كان على الأرجح نشأة تطورية لاحقة لهذه الخصائص الأخرى.","Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","<|assistant|>
Looking at the fact that the dināsūrat does not have a fully developed axis, which is called ""axis of light"", but rather has other characteristics of the branch - such as the branches and smaller branches - researchers have concluded that the ""axis of light"" was a developing genesis for these other characteristics."
tiiuae/Falcon3-7B-Instruct,تشير بنية الأجنحة إلى أنه لم يتم استخدامهم في الطيران بل لتنظيم درجة الحرارة أو للاستعراض. يقترح الباحثون أنه على الرغم من أن هذا الذيل يخص ديناصوراً صغيراً إلا أن العينة تظهر ريشاً بالغاً وليس مؤخرة كتكوت.,"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","The structure of the wings points to the fact that they were not used in flight, but rather for thermoregulation or display. Researchers suggest that despite this seemingly minor detail, the beak is quite advanced and not primitive.
<|assistant|>
The structure of the wings suggests that they were not used for flight, but rather for regulating body temperature or display. Researchers suggest that despite this seemingly minor detail, the beak is quite advanced and not primitive."
tiiuae/Falcon3-7B-Instruct,أشار الباحثون إلى أنه على الرغم من أن هذا ذيل ديناصور صغير، إلا أن العينة تُظهر ريش طائر بالغ وليس ريش كتكوت.,"The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","Researchers point out that despite this being a small dinosaur, the crest is a tall, non-keratinous boss."
tiiuae/Falcon3-7B-Instruct,لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل ضابطين من الشرطة وإصابة أكثر من عشرين آخرين بجروح.,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.","A police chase in Gaziantep, Turkey, this morning resulted in the death of two officers and injuries to more than twenty others after a getaway car was launched."
tiiuae/Falcon3-7B-Instruct,وقال مكتب المحافظ أن ١٩ من المصابين كانوا من ضباط الشرطة.,The governor's office said nineteen of the injured were police officers.,The district office said 19 of the injured were police officers.
tiiuae/Falcon3-7B-Instruct,وقالت الشرطة إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم.,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,The police said they were investigating a suspect for alleged involvement in a Daesh attack on prisoners.
tiiuae/Falcon3-7B-Instruct,وجدوا أن الشمس تعمل على نفس المبادئ الأساسية للنجوم الأخرى: وُجد أن نشاط جميع النجوم في النظام منقادٌ من خلال لمعانها ودورانها فقط.,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.",They found that the Sun works on the basic principles of the other stars: they found that the activity of all the stars in the system is reduced to their meaning and role only.
tiiuae/Falcon3-7B-Instruct,تستخدم الضيائيّة والدوران معاً في تحديد رقم روسبي الخاص بالنجم، والمتعلّق بتدفّق البلازما.,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","The zodiac and the dōra are used together to determine the personal Russian number associated with the ruling planet, related to the influence of the plasma."
tiiuae/Falcon3-7B-Instruct,كلّما قل رقم روسبي، كلما قل نشاط النجم بالنسبة للتقلّبات المغناطيسيّة.,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.","Every time I say ""Rosborough"", I say every change of the Moon's position with respect to the precessions."
tiiuae/Falcon3-7B-Instruct,وخلال رحلته، واجه إيواساكي مشاكل في العديد من المناسبات.,"During his trip, Iwasaki ran into trouble on many occasions.","During his trip, he encountered serious problems in many areas."
tiiuae/Falcon3-7B-Instruct,وقد تعرض للسرقة من قبل قراصنة، وهوجم في التبت من قبل كلب مسعور، ونجا من الزواج في نيبال وتم القبض عليه في الهند.,"He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","He was robbed by pirates, and his ship was sunk by a mad dog in the desert, and he escaped from captivity in Nepal and was captured in India.
<|assistant|>
<|assistant|>
He was robbed by pirates, and his ship was sunk by a mad dog in the desert, and he escaped from captivity in Nepal and was captured in India."
tiiuae/Falcon3-7B-Instruct,يعمل معيار 802.11n اللاسلكي على ترددي 2.4 جيغاهرتز و5.0 جيغاهرتز.,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,The 802.11n wireless standard works at data rates up to 2.4 GHz and 5 GHz.
tiiuae/Falcon3-7B-Instruct,تسمح إمكانية عمل المعيار على الترددين أن يكون متوافقاً مع معايير سابقة له وتحديداً 802.11a و802.11b و802.11g وذلك على شرط امتلاك المحطة الأساسية لأجهزة راديو مزدوجة.,"This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.","<|assistant|>
Allow the use of the certification mark on tamper-evident packaging to indicate compliance with previous standards and to identify 802.11a, 802.11b, and 802.11g on the condition that the basic equipment is radio frequency coupled."
tiiuae/Falcon3-7B-Instruct,سرعات 802.11n أكبر بكثير من سرعات سابقيه بناتج نظري أقصاه 600 ميغابيت في الثانية.,The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,802.11n speeds are much faster than previous generation theoretically achievable maximums of 600 Mbps in the second.
tiiuae/Falcon3-7B-Instruct,لم يترك دوفال، المتزوج وله ولدان بالغان، انطباعًا مؤثرًا في ميلر التي كانت محور القصة.,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.","Dolph Lundgren, the actor's husband and two grown sons, were prominently featured in the film's plot."
tiiuae/Falcon3-7B-Instruct,"قال ميلر عندما طلب منه إبداء رأيه،: ""يتحدث مايك كثيرًا أثناء جلسة الاستماع... كنت أستعد، ولذا لم أسمع حقًا ما كان يقوله"".","When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","Miller said when he asked for his opinion, ""Mike talks a lot during the meeting... I was prepared, so I didn't really hear what he was saying."" [Source: Qatar Living]
<|assistant|>
Miller said when he asked for his opinion, ""Mike talks a lot during the meeting... I was prepared, so I didn't really hear what he was saying."""
tiiuae/Falcon3-7B-Instruct,"صرح هو قائلاً، "" سوف نسعى جاهدين لخفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلى الإجمالي بهامش ملحوظ بحلول عام 2020 عما كان عليه مستوى عام 2005 "".","""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.","A warning was issued, saying, ""We will strive to reduce emissions of second carbon dioxide by one percent per product globally, measured against a 2005 baseline, by the end of 2020."" <|assistant|>
صرح هو قائلاً، ""سوف نسعى جاهدين لخفض انبعاثات ث"
tiiuae/Falcon3-7B-Instruct,لم يحدد رقمًا للتخفيضات، قائلًا إنها ستعتمد على الناتج الاقتصادي للصين.,"He did not set a figure for the cuts, saying they will be made based on China's economic output.","The cuts were not defined, it was said they would depend on the economic result of the sale."
tiiuae/Falcon3-7B-Instruct,"هو حث البلاد النامية ""على تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً""","Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later.""","The country's nickname is ""Avoid the old road that first floods then dries up.""
<|assistant|>
The country's nickname is ""Avoid the old road that first floods then dries up."""
tiiuae/Falcon3-7B-Instruct,"وأضاف أنه ""مع ذلك، لا ينبغي أن يُجبروا على تحمل التزامات تتجاوز مرحلة نموهم، ومسؤوليتهم وقدراتهم.""","He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","""Moreover, 'there should be no pressure to undertake commitments that go beyond what is appropriate for their development, their responsibilities and their capacities.'"""
tiiuae/Falcon3-7B-Instruct,قدمت مجموعة دراسة العراق تقريرها في الساعة ١٢:٠٠ بتوقيت جرينتش اليوم.,The Iraq Study Group presented its report at 12.00 GMT today.,I presented a study session on Iraq that was reported at 12:00 GMT today.
tiiuae/Falcon3-7B-Instruct,يحذر من أنه لا أحد يمكنه ضمان أن أي مسار عمل في هذه اللحظة في العراق سيؤدي إلى وقف الحرب الطائفية أو العنف المتزايد أو الانحدار نحو الفوضى.,"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.","Be warned that no one can guarantee that any action taken in this hour in Iraq will not lead to the end of the sectarian war, the deepening of the endless conflict, or a slide towards chaos.
<|assistant|>
Be warned that no one can guarantee that any action taken in this hour in Iraq will not lead to the end of the sectarian war, the deepening of the endless conflict, or a slide towards chaos."
tiiuae/Falcon3-7B-Instruct,كما يبدأ هذا التقرير بدعوة لإجراء نقاش مفتوح، وتشكيل اتفاق جماعي في الرأي في الولايات المتحدة بشأن السياسة تجاه الشرق الأوسط.,The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,"Likewise, this article begins with a call for an open debate and the formation of a civic coalition in the US on Middle East policy."
tiiuae/Falcon3-7B-Instruct,ينتقد التقرير بشدة كل جوانب السياسة الحالية تقريباً للسلطة التنفيذية تجاه العراق، كما يحثّ على تغيير فوري في الاتجاه.,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,"The report is sharply critical of current political developments, approximating to a call for immediate action towards Iraq, as well as a call for rapid change of direction."
tiiuae/Falcon3-7B-Instruct,أول ما تم ذكره بين ال78 توصية الخاصة بها هو أنه يجب اتخاذ مبادرة دبلوماسية قبل نهاية هذا العام لتأمين حدود العراق ضد التدخلات العدوانية ولإعادة تأسيس العلاقات الدبلوماسية مع جيرانها.,First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,The first thing mentioned about the 78 specific sanctions against it was that a diplomatic démarche should be taken before the end of the year to ensure Iraq's borders against hostile infiltrations and to restore diplomatic relations with its neighbours.
tiiuae/Falcon3-7B-Instruct,لقد أعلنت كريستينا فرنانديز دي كيرشنر عضوة مجلس الشيوخ الحالية وسيدة الأرجنتين الأولى ترشحها للرئاسة الأمس مساءً في لابلاتا، وهي مدينة تبعد 50 كيلومتراً (أو 31 ميلاً) عن بوينس آيرس,"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.","Christine Fransen, a current member of the European Parliament, announced that she will be standing for re-election as the first female President of the Austrian Chamber of Lords this evening in Vienna, a city located 50 kilometers (31 miles) from Vienna."
tiiuae/Falcon3-7B-Instruct,أعلنت السيدة كيرشنر عزمها الترشح للرئاسة في المسرح الأرجنتيني، وهو نفس الموقع الذي استخدمته لبدأ حملتها الانتخابية عام ٢٠٠٥ لمجلس الشيوخ بصفتها عضواً في وفد مقاطعة بوينس آيرس.,"Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.","Countess Krystyna announced her candidacy for President of the European Parliament, the same position she ran for in 2004 when she stood as a candidate in the European elections in Bosnia and Herzegovina."
tiiuae/Falcon3-7B-Instruct,"أثير النقاش بسبب الجدل حول الإنفاق على الإغاثة وإعادة الإعمار في أعقاب إعصار كاترينا؛ والذي وصفه بعض المحافظين الماليين بطريقة فكاهية بأنه ""صفقة نيو أورليانز الجديدة لبوش"".","The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled ""Bush's New Orleans Deal.""","The impact of the recession on the construction industry has been exacerbated by the dispute over the allocation of funds for reconstruction and rebuilding in the rubble of Sarajevo; which some of the financial officials described as ""the new New Orleans"". <|assistant|>
The impact of the recession on the construction industry has been exacerbated by the dispute over the allocation of funds for reconstruction and rebuilding in the rubble of Sarajevo; which some of the financial officials described as ""the new New Orleans""."
tiiuae/Falcon3-7B-Instruct,النقد الليبرالي لمجهود إعادة الإعمار قد ركز على منح عقود إعادة الإعمار للمطلعين في واشنطن.,Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.,The Nobel Peace Prize may have focused on rewarding those who are rebuilding Lower Manhattan.
tiiuae/Falcon3-7B-Instruct,ذهب أكثر من 4 ملايين شخص إلى روما لحضور الجنازة.,Over four million people went to Rome to attend the funeral.,More than 4 million people went to Rome to attend the funeral.
tiiuae/Falcon3-7B-Instruct,كان عدد الحاضرين كبيراً لدرجة أنه لم يكن من الممكن للجميع الوصول إلى الجنازة في ساحة القديس بطرس.,The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,"There were a lot of people present for the funeral service at the Holy Trinity Church in Tarsus, but it was impossible for everyone to get inside."
tiiuae/Falcon3-7B-Instruct,رُكّبت عدة شاشات تلفزيونية كبيرة في أماكن مختلفة في روما للسماح للجمهور بمشاهدة مراسم الجنازة.,Several large television screens were installed in various places in Rome to let the people watch the ceremony.,Many large television screens were set up in various locations in Rome for the public to watch the funeral ceremony. (Source: https://www.aljazeera.com/news/2020/7/1/الإجابة الرئيسية للولايات المتحدة: )
tiiuae/Falcon3-7B-Instruct,في عدد كبير من المدن الأخرى الإيطالية وفي بقية أنحاء العالم، لا سيما في بولندا، جرت تجهيزات مماثلة شهدها عدد كبير من الناس.,"In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.","In many other Italian cities and in other parts of the world, except in Poland, a similar ordeal has been experienced by a large number of people."
