model,src,ref,hyp
silma-ai/SILMA-9B-Instruct-v1.0,"While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.",بينما يبدو أن هناك لقاحاً واحداً تجريبياً قادراً على الحد من وفيات الإيبولا، حتى الآن، لم يتم إثبات أي عقاقير مناسبة لعلاج العدوى الموجودة.,في حين أن لقاح تجريبي واحد يبدو قادراً على تقليل وفيات الإيبولا، حتى الآن، لم يُثبت أي دواء أنه مناسب لعلاج الإصابة القائمة.
silma-ai/SILMA-9B-Instruct-v1.0,"One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.",كان كوكتيل واحد من الأجسام المضادة، وهو ZMapp، واعداً في البداية في هذا المجال، ولكن الدراسات الرسمية أشارت إلى أن الفائدة المترتبة على هذا الكوكتيل كانت أقل من الفوائد التي تم السعي إليها في منع الموت.,مزيج من الأجسام المضادة، زماب، أظهر وعداً في البداية، لكن الدراسات الرسمية أشارت إلى أن له فائدة أقل مما كان يُتوقع في منع الوفاة.
silma-ai/SILMA-9B-Instruct-v1.0,"In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.",في تجربة PALM، استُخدم عقار ZMapp كمعيار مراقبة، بمعنى أن العلماء وضعوه كأساس وقارنوا العلاجات الثلاثة الأخرى به.,في تجربة نخيل، عملت زماب كتحكم، أي أن العلماء استخدموها كقاعدة مقارنة للثلاث علاجات الأخرى.
silma-ai/SILMA-9B-Instruct-v1.0,USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,تدعم الولايات المتحدة للجمباز رسالة اللجنة الأولمبية الأمريكية وتقبل الحاجة المطلقة للأسرة الأولمبية لتعزيز بيئةٍ آمنةٍ لجميعِ الرياضيين لدينا.,
silma-ai/SILMA-9B-Instruct-v1.0,"We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.",نتفق مع بيان اللجنة الأولمبية الأمريكية بأن مصالح الرياضيين والأندية، ورياضتهم، يمكن أن تُخدم بشكل أفضل من خلال المضي قدماً في تغيير ذي مغزى داخل مؤسستنا، بدلاً من سحب التراخيص.,نحن نتفق مع بيان اللجنة الأولمبية الأمريكية أن مصالح الرياضيين والاندية، ورياضتهم، قد تكون أفضل خدمة من خلال التقدم مع التغيير الهادف داخل منظمتنا، بدلاً من إلغاء الاعتراف.
silma-ai/SILMA-9B-Instruct-v1.0,USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,تدعم الولايات المتحدة للجمباز تحقيقًا مستقلًا قد يسلط الضوء على أن وصف الإساءة النسبية بشجاعةٍ من قبل الناجين من لاري نصار قد كان من الممكن ألا يتم اكتشافه لفترة طويلة بدون احتضان أية تغييرات ضرورية ومناسبة.,
silma-ai/SILMA-9B-Instruct-v1.0,"USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.",لدى الولايات المتحدة الأمريكية للجمباز و اللجنة الأولمبية الأمريكية نفس الهدف — وهو جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين لتحقيق أحلامهم في بيئة آمنة وإيجابية وقوية.,
silma-ai/SILMA-9B-Instruct-v1.0,"Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.",وفي ستينيات القرن الماضي، عمل بريجنسكي مستشاراً لجون إف كينيدي ثم عمل في إدارة ليندون جونسون.,
silma-ai/SILMA-9B-Instruct-v1.0,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.",وخلال اختيارات عام 1976، عمل مستشاراً لكارتر للسياسة الخارجية، ثم عمل مستشاراً للأمن القومي من عام 1977 إلى عام 1981 خلفاً لهنري كيسنجر.,خلال الاختيارات في عام 1976، نصح كارتر بشأن السياسة الخارجية، ثم عمل كمساعد أمني وطني من عام 1977 إلى عام 1981، خلفًا لهنري كيسنجر.
silma-ai/SILMA-9B-Instruct-v1.0,"As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.",خلال شغله لمنصب مستشار في الأمن القومي، ساعد كارتر ديبلوماسياً في إدارة شؤون العالم مثل اتفاقيات كامب ديفيد عام 1978؛ وفكرة تطبيع العلاقات الأمريكية والصينية في أواخر السبعينيات؛ والثورة الإيرانية التي أدت إلى كارثة الرهائن الإيرانية عام 1979؛ والاحتلال السوفييتي لأفغانستان عام 1979.,كمدير للأمن القومي، ساعد كارتر في التعامل مع الشؤون العالمية، مثل اتفاقيات كامب ديفيد في عام 1978؛ وتطبيع العلاقات الأمريكية الصينية في أواخر السبعينيات؛ وثورة إيران، التي أدت إلى أزمة الرهائن الإيرانية في عام 1979؛ وغزو الاتحاد السوفيتي لأفغانستان في عام 1979.
silma-ai/SILMA-9B-Instruct-v1.0,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.",وقد تلقى الفيلم الذي يضم رايان غوسلينغ وإيما ستون، ترشيحات في جميع الفئات الرئيسية.,حاز الفيلم الذي يضم ريان جوسلينغ وإيما ستون على ترشيحات في جميع الفئات الرئيسية.
silma-ai/SILMA-9B-Instruct-v1.0,Gosling and Stone received nominations for Best Actor and Actress respectively.,تلقى جوسلينغ وستون ترشيحات لأفضل ممثل وممثلة على الترتيب.,جيمس غوسلينغ و ستون تلقيا ترشيحين لجائزة أفضل ممثل وممثلة على التوالي.
silma-ai/SILMA-9B-Instruct-v1.0,"The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.",تشمل الترشيحات الأخرى جائزة أفضل فيلمٍ ومخرجٍ وتصويرٍ سينمائيٍّ وتصميم أزياء ومونتاج وموسيقى تصويرية و تصميم إنتاج و تعديل الصوت ومزج الصوت وسيناريو أصلي.,تشمل التكهنات الأخرى لأفضل فيلم، أفضل مخرج، أفضل تصوير سينمائي، تصميم الأزياء، تحرير الفيلم، الموسيقى الأصلية، تصميم الإنتاج، تحرير الصوت، مزج الصوت، وكتابة السيناريو الأصلية.
silma-ai/SILMA-9B-Instruct-v1.0,"Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.",تلقت أغنيتان من الفيلم، تجربة أداء (The Fools Who Dream) وCity of Stars، ترشيحات لأفضل أغنية أصلية. تلقى استوديو Lionsgate 26 ترشيحاً — أكثر من أي استوديو آخر.,"حصلت أغنية ""أوديشيون"" على ترشيح لجائزة أفضل أغنية أصلية، كما حصلت أغنية ""مدينة النجوم"" على ترشيح آخر. استوديو لايونز جيت حصل على 26 ترشيحاً، وهو أكبر عدد من أي استوديو آخر."
silma-ai/SILMA-9B-Instruct-v1.0,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.",في وقت متأخر من يوم الأحد، أعلن رئيس الولايات المتحدة دونالد ترامب، في بيان ألقاه عن طريق السكرتير الصحفي، أن القوات الأميركية ستغادر سوريا.,في وقت متأخر من يوم الأحد، أعلن الرئيس الأمريكي دونالد ترامب، في بيان ألقاه عبر المتحدث باسمه، أن القوات الأمريكية ستغادر سوريا.
silma-ai/SILMA-9B-Instruct-v1.0,The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,تم عمل الإعلان بعد أن قام ترامب بمحادثة هاتفية مع الرئيس التركي رجب الطيب أردوغان.,تم الإعلان بعد اتصال ترامب بالرئيس التركي رجب طيب أردوغان.
silma-ai/SILMA-9B-Instruct-v1.0,"Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.",وستتولى تركيا أيضاً حراسة مقاتلي داعش الذين تم أسرهم، وقال البيان إن الدول الأوروبية رفضت إعادتهم.,تركيا ستتولى حراسة مقاتلي داعش المحتجزين، الذين قالت إن الأوروبيين رفضوا إعادة إعادتهم.
silma-ai/SILMA-9B-Instruct-v1.0,"This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.",لا يؤكد الأمر فحسب أن بعض من الديناصورات على أقل تقدير كانت ذات ريش، وهي نظرية شائعة بالفعل، ولكنه يقدم أيضاً تفاصيل تعجز الأحفوريات عن تقديمها في العموم، كاللون والترتيب ثلاثيّ الأبعاد.,
silma-ai/SILMA-9B-Instruct-v1.0,. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,يقول العلماء أن ريش هذا الحيوان كان بنياً كستنائياً من الأعلى وجانبه السفلي شاحباً أو بلون الكاروتينات.,
silma-ai/SILMA-9B-Instruct-v1.0,The find also grants insight into the evolution of feathers in birds.,يمنح الاكتشاف أيضاً نظرة على تطور الريش في الطيور.,
silma-ai/SILMA-9B-Instruct-v1.0,"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","نظراً لأن ريش الديناصورات لا يحتوي محوراً متطوراً بالكامل، والذي يطلق عليه اسم ""محور النورة""، ولكن لديهم خصائص أخرى للريش - كالقصيبات والقصيبات الصغرى - استنتج الباحثون أن محور النورة كان على الأرجح نشأة تطورية لاحقة لهذه الخصائص الأخرى.",
silma-ai/SILMA-9B-Instruct-v1.0,"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.",تشير بنية الأجنحة إلى أنه لم يتم استخدامهم في الطيران بل لتنظيم درجة الحرارة أو للاستعراض. يقترح الباحثون أنه على الرغم من أن هذا الذيل يخص ديناصوراً صغيراً إلا أن العينة تظهر ريشاً بالغاً وليس مؤخرة كتكوت.,
silma-ai/SILMA-9B-Instruct-v1.0,"The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.",أشار الباحثون إلى أنه على الرغم من أن هذا ذيل ديناصور صغير، إلا أن العينة تُظهر ريش طائر بالغ وليس ريش كتكوت.,
silma-ai/SILMA-9B-Instruct-v1.0,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.",لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل ضابطين من الشرطة وإصابة أكثر من عشرين آخرين بجروح.,تفجير سيارة مفخخة في مقر الشرطة بغازي عنtep، تركيا، صباح أمس، أسفر عن مقتل ضابطين شرطة وإصابة أكثر من عشرين شخصًا.
silma-ai/SILMA-9B-Instruct-v1.0,The governor's office said nineteen of the injured were police officers.,وقال مكتب المحافظ أن ١٩ من المصابين كانوا من ضباط الشرطة.,
silma-ai/SILMA-9B-Instruct-v1.0,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,وقالت الشرطة إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم.,قالت الشرطة إنها تشتبه بمسؤولية عن الهجوم على أحد مقاتلي داعش.
silma-ai/SILMA-9B-Instruct-v1.0,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.",وجدوا أن الشمس تعمل على نفس المبادئ الأساسية للنجوم الأخرى: وُجد أن نشاط جميع النجوم في النظام منقادٌ من خلال لمعانها ودورانها فقط.,اكتشفوا أن الشمس تعمل بنفس المبادئ الأساسية مثل النجوم الأخرى: تم العثور على أن نشاط جميع النجوم في النظام يدفعها سطوعها، دورانها، ولا شيء آخر.
silma-ai/SILMA-9B-Instruct-v1.0,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.",تستخدم الضيائيّة والدوران معاً في تحديد رقم روسبي الخاص بالنجم، والمتعلّق بتدفّق البلازما.,
silma-ai/SILMA-9B-Instruct-v1.0,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.",كلّما قل رقم روسبي، كلما قل نشاط النجم بالنسبة للتقلّبات المغناطيسيّة.,
silma-ai/SILMA-9B-Instruct-v1.0,"During his trip, Iwasaki ran into trouble on many occasions.",وخلال رحلته، واجه إيواساكي مشاكل في العديد من المناسبات.,في رحلته، واجه إيزواكي العديد من المشاكل.
silma-ai/SILMA-9B-Instruct-v1.0,"He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.",وقد تعرض للسرقة من قبل قراصنة، وهوجم في التبت من قبل كلب مسعور، ونجا من الزواج في نيبال وتم القبض عليه في الهند.,
silma-ai/SILMA-9B-Instruct-v1.0,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,يعمل معيار 802.11n اللاسلكي على ترددي 2.4 جيغاهرتز و5.0 جيغاهرتز.,يعتمد معيار 802.11n على ترددات 2.4 جيجاهرتز و 5.0 جيجاهرتز.
silma-ai/SILMA-9B-Instruct-v1.0,"This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.",تسمح إمكانية عمل المعيار على الترددين أن يكون متوافقاً مع معايير سابقة له وتحديداً 802.11a و802.11b و802.11g وذلك على شرط امتلاك المحطة الأساسية لأجهزة راديو مزدوجة.,ستسمح بذلك بالامتثال للاتجاه الخلفي مع 802.11a و 802.11b و 802.11g، شريطة أن يكون محطة القاعدة لديها راديوهات مزدوجة.
silma-ai/SILMA-9B-Instruct-v1.0,The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,سرعات 802.11n أكبر بكثير من سرعات سابقيه بناتج نظري أقصاه 600 ميغابيت في الثانية.,
silma-ai/SILMA-9B-Instruct-v1.0,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.",لم يترك دوفال، المتزوج وله ولدان بالغان، انطباعًا مؤثرًا في ميلر التي كانت محور القصة.,
silma-ai/SILMA-9B-Instruct-v1.0,"When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","قال ميلر عندما طلب منه إبداء رأيه،: ""يتحدث مايك كثيرًا أثناء جلسة الاستماع... كنت أستعد، ولذا لم أسمع حقًا ما كان يقوله"".","عندما سئل عن رأيه، قال ميلر: ""مايك يتكلم كثير خلال الاستماع...كنت أستعد لذلك لم أكن أسمع ما كان يقوله."""
silma-ai/SILMA-9B-Instruct-v1.0,"""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.","صرح هو قائلاً، "" سوف نسعى جاهدين لخفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلى الإجمالي بهامش ملحوظ بحلول عام 2020 عما كان عليه مستوى عام 2005 "".",سوف نعمل جهداً لإنجاز ذلك، حيث سنقوم بقص الانبعاثات الكربونية لكل وحدة من الناتج المحلي الإجمالي بنسبة ملحوظة بحلول عام 2020 مقارنةً بالعام 2005، حسب ما قال هو.
silma-ai/SILMA-9B-Instruct-v1.0,"He did not set a figure for the cuts, saying they will be made based on China's economic output.",لم يحدد رقمًا للتخفيضات، قائلًا إنها ستعتمد على الناتج الاقتصادي للصين.,
silma-ai/SILMA-9B-Instruct-v1.0,"Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later.""","هو حث البلاد النامية ""على تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً""","شجع البلدان النامية على تجنب ""الطريق القديم للبث في التلوث ثم التنظيف لاحقاً""."
silma-ai/SILMA-9B-Instruct-v1.0,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","وأضاف أنه ""مع ذلك، لا ينبغي أن يُجبروا على تحمل التزامات تتجاوز مرحلة نموهم، ومسؤوليتهم وقدراتهم.""",
silma-ai/SILMA-9B-Instruct-v1.0,The Iraq Study Group presented its report at 12.00 GMT today.,قدمت مجموعة دراسة العراق تقريرها في الساعة ١٢:٠٠ بتوقيت جرينتش اليوم.,تقدم فريق العراق بتقريره في الساعة 12.00 بتوقيت جرينتش اليوم.
silma-ai/SILMA-9B-Instruct-v1.0,"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.",يحذر من أنه لا أحد يمكنه ضمان أن أي مسار عمل في هذه اللحظة في العراق سيؤدي إلى وقف الحرب الطائفية أو العنف المتزايد أو الانحدار نحو الفوضى.,
silma-ai/SILMA-9B-Instruct-v1.0,The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,كما يبدأ هذا التقرير بدعوة لإجراء نقاش مفتوح، وتشكيل اتفاق جماعي في الرأي في الولايات المتحدة بشأن السياسة تجاه الشرق الأوسط.,تفتح التقرير بالدعاء إلى الحوار المفتوح وتشكيل إجماع في الولايات المتحدة حول السياسة تجاه الشرق الأوسط.
silma-ai/SILMA-9B-Instruct-v1.0,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,ينتقد التقرير بشدة كل جوانب السياسة الحالية تقريباً للسلطة التنفيذية تجاه العراق، كما يحثّ على تغيير فوري في الاتجاه.,تُوجّه التقرير انتقادات قوية لمعظم جوانب السياسة الحالية للمؤسسة تجاه العراق، ويشجّع على تغيير فوري في الاتجاه.
silma-ai/SILMA-9B-Instruct-v1.0,First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,أول ما تم ذكره بين ال78 توصية الخاصة بها هو أنه يجب اتخاذ مبادرة دبلوماسية قبل نهاية هذا العام لتأمين حدود العراق ضد التدخلات العدوانية ولإعادة تأسيس العلاقات الدبلوماسية مع جيرانها.,أولى توصياتها الـ 78 هو أن يتم إطلاق مبادرة دبلوماسية جديدة قبل نهاية العام الحالي لضمان حدود العراق ضد التدخلات الأجنبية وإعادة إقامة العلاقات الدبلوماسية مع جيرانه.
silma-ai/SILMA-9B-Instruct-v1.0,"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.",لقد أعلنت كريستينا فرنانديز دي كيرشنر عضوة مجلس الشيوخ الحالية وسيدة الأرجنتين الأولى ترشحها للرئاسة الأمس مساءً في لابلاتا، وهي مدينة تبعد 50 كيلومتراً (أو 31 ميلاً) عن بوينس آيرس,أعلنت السيناتورة الحالية ورئيسة وزراء الأرجنتين كريستينا فرنانديز دي Kirchner عن ترشحها للرئاسة أمس في مدينة لا بلاتا، التي تبعد 50 كيلومتراً عن بوينس آيرس.
silma-ai/SILMA-9B-Instruct-v1.0,"Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.",أعلنت السيدة كيرشنر عزمها الترشح للرئاسة في المسرح الأرجنتيني، وهو نفس الموقع الذي استخدمته لبدأ حملتها الانتخابية عام ٢٠٠٥ لمجلس الشيوخ بصفتها عضواً في وفد مقاطعة بوينس آيرس.,أعلنت السيدة Kirchner عن نيّتها بالترشّح للرئاسة في مسرح الأرجنتيني، نفس المكان الذي استخدمته لبدء حملتها الانتخابية لعام 2005 للانتخابات النيابية كعضو في وفد المقاطعة.
silma-ai/SILMA-9B-Instruct-v1.0,"The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled ""Bush's New Orleans Deal.""","أثير النقاش بسبب الجدل حول الإنفاق على الإغاثة وإعادة الإعمار في أعقاب إعصار كاترينا؛ والذي وصفه بعض المحافظين الماليين بطريقة فكاهية بأنه ""صفقة نيو أورليانز الجديدة لبوش"".",
silma-ai/SILMA-9B-Instruct-v1.0,Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.,النقد الليبرالي لمجهود إعادة الإعمار قد ركز على منح عقود إعادة الإعمار للمطلعين في واشنطن.,انتقاد ليبرالي من جهود إعادة البناء ركز على منح عقود إعادة البناء لinsider المزعومين من واشنطن.
silma-ai/SILMA-9B-Instruct-v1.0,Over four million people went to Rome to attend the funeral.,ذهب أكثر من 4 ملايين شخص إلى روما لحضور الجنازة.,
silma-ai/SILMA-9B-Instruct-v1.0,The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,كان عدد الحاضرين كبيراً لدرجة أنه لم يكن من الممكن للجميع الوصول إلى الجنازة في ساحة القديس بطرس.,
silma-ai/SILMA-9B-Instruct-v1.0,Several large television screens were installed in various places in Rome to let the people watch the ceremony.,رُكّبت عدة شاشات تلفزيونية كبيرة في أماكن مختلفة في روما للسماح للجمهور بمشاهدة مراسم الجنازة.,تم تركيب العديد من شاشات التلفزيون الكبيرة في عدة أماكن في روما للسماح للناس برؤية العرض.
silma-ai/SILMA-9B-Instruct-v1.0,"In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.",في عدد كبير من المدن الأخرى الإيطالية وفي بقية أنحاء العالم، لا سيما في بولندا، جرت تجهيزات مماثلة شهدها عدد كبير من الناس.,في العديد من المدن الإيطالية وفي باقي دول العالم، خاصةً في بولندا، تم إنشاء إعدادات مماثلة، والتي شاهدها عدد كبير من الناس.
silma-ai/SILMA-9B-Instruct-v1.0,"Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.",انتقد المؤرخون سياسات مكتب التحقيقات الفدرالي السابقة لتركيزه موارده على القضايا سهلة الحل، وبالأخص حالات السيارات المسروقة، وذلك بهدف تعزيز معدل نجاح المكتب.,
silma-ai/SILMA-9B-Instruct-v1.0,Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.,بدأ الكونجرس في تمويل مبادرة الفحش في السنة المالية 2005 وحدد أن مكتب التحقيقات الفدرالي يجب أن يخصص 10 عملاء للمواد الإباحية للبالغين.,
silma-ai/SILMA-9B-Instruct-v1.0,"Robin Uthappa made the innings highest score, 70 runs in just 41 balls by hitting 11 fours and 2 sixes.",حقق روبن أوثابا أعلى نتيجة في الجولات، 70 ركضةً في 41 كرة فقط بتسجيل 11 من الأربع واثنين من الـستات.,
silma-ai/SILMA-9B-Instruct-v1.0,"Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership.",أدى ضاربا الكرة المتمركزين في الوسط، ساشين تيندولكار وراهول درافيد، جيدًا وأقاما شراكة أكسبت للفريق مائة نقطة.,
silma-ai/SILMA-9B-Instruct-v1.0,"But, after losing the captain's wicket India only made 36 runs loosing 7 wickets to end the innings.",لكن من بعد خسارة القائد للتسديد في البُويبة، حققت الهند فقط 36 جولة بخسارة 7 تسديدات نحو البُويبة لتنهي الأشواط.,ولكن بعد فقدان wicket قائد الفريق، حقق الهند 36 run فقط بفقدان 7 wickets لين ينتهي الـ innings.
silma-ai/SILMA-9B-Instruct-v1.0,"U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.","وصل الرئيس الأمريكي ""جورج دبليو بوش"" إلى سنغافورة صباح يوم 16 نوفمبر، في مبدأ جولةٍ تَسْتغرق أسبوعاً في آسيا.",
