model,src,ref,hyp
ALLaM-AI/ALLaM-7B-Instruct-preview,بينما يبدو أن هناك لقاحاً واحداً تجريبياً قادراً على الحد من وفيات الإيبولا، حتى الآن، لم يتم إثبات أي عقاقير مناسبة لعلاج العدوى الموجودة.,"While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.","While it appears that there is one experimental vaccine capable of reducing Ebola deaths, so far, no drugs have been proven suitable for treating existing infections."
ALLaM-AI/ALLaM-7B-Instruct-preview,كان كوكتيل واحد من الأجسام المضادة، وهو ZMapp، واعداً في البداية في هذا المجال، ولكن الدراسات الرسمية أشارت إلى أن الفائدة المترتبة على هذا الكوكتيل كانت أقل من الفوائد التي تم السعي إليها في منع الموت.,"One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.","Kan koكتيل wādī min al-amānati, wa-huwa ZMapp, wa-'ādaman fi al-bātin fi hadhihi al-māqūlah, wa-l-dawā'ir al-rūsiyyah al-'āmmahatu al-fā'idatu al-mutarāqidahu"
ALLaM-AI/ALLaM-7B-Instruct-preview,في تجربة PALM، استُخدم عقار ZMapp كمعيار مراقبة، بمعنى أن العلماء وضعوه كأساس وقارنوا العلاجات الثلاثة الأخرى به.,"In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.","Fi tajribat PALM, istakhdamu ‘aqar ZMapp kama’uqid mukhtaar, bi-ma’na anna al-ulamaa waqabahu kasasas wa qarnaw bi-al-tilawat al-thalathati al-ukhra."
ALLaM-AI/ALLaM-7B-Instruct-preview,تدعم الولايات المتحدة للجمباز رسالة اللجنة الأولمبية الأمريكية وتقبل الحاجة المطلقة للأسرة الأولمبية لتعزيز بيئةٍ آمنةٍ لجميعِ الرياضيين لدينا.,USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,USAG supports the message of the US Olympic Committee and accepts the absolute necessity of the Olympic family to promote a safe environment for all of our athletes.
ALLaM-AI/ALLaM-7B-Instruct-preview,نتفق مع بيان اللجنة الأولمبية الأمريكية بأن مصالح الرياضيين والأندية، ورياضتهم، يمكن أن تُخدم بشكل أفضل من خلال المضي قدماً في تغيير ذي مغزى داخل مؤسستنا، بدلاً من سحب التراخيص.,"We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.","We agree with the statement of the United States Olympic Committee that the interests of athletes, clubs, and their sport can be better served by moving forward with meaningful change within our institution, rather than by revoking licenses."
ALLaM-AI/ALLaM-7B-Instruct-preview,تدعم الولايات المتحدة للجمباز تحقيقًا مستقلًا قد يسلط الضوء على أن وصف الإساءة النسبية بشجاعةٍ من قبل الناجين من لاري نصار قد كان من الممكن ألا يتم اكتشافه لفترة طويلة بدون احتضان أية تغييرات ضرورية ومناسبة.,USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,Tadḍurat al-Mamlaka al-Utḍimiyya lil-Jamḥuriyya al-Muṣṭaqarat tadḥafu bi-tahqiq munṣaq munṣaq munṣaq munṣaq munṣaq munṣaq
ALLaM-AI/ALLaM-7B-Instruct-preview,لدى الولايات المتحدة الأمريكية للجمباز و اللجنة الأولمبية الأمريكية نفس الهدف — وهو جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين لتحقيق أحلامهم في بيئة آمنة وإيجابية وقوية.,"USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.","Laday al-Walayat al-Imariyyah al-Amrikiyyah lil-Jumhuriyah wa al-Komayt al-Olympiyah al-Amrikiyyah yadu lil-gayt - wa huwa makanat riyadat al-Jumhuriyah wa ghayruh, aminatan qadir"
ALLaM-AI/ALLaM-7B-Instruct-preview,وفي ستينيات القرن الماضي، عمل بريجنسكي مستشاراً لجون إف كينيدي ثم عمل في إدارة ليندون جونسون.,"Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.","And in the 1960s, Brzezinski worked as a consultant for John F. Kennedy, then worked in Lyndon Johnson's administration."
ALLaM-AI/ALLaM-7B-Instruct-preview,وخلال اختيارات عام 1976، عمل مستشاراً لكارتر للسياسة الخارجية، ثم عمل مستشاراً للأمن القومي من عام 1977 إلى عام 1981 خلفاً لهنري كيسنجر.,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","Wa-dhar al-ihtiyāratayn fi 1976, ʿamila mušāriʿan li-Kārtar li-al-siyāsati al-fawriyati, thumma ʿamila mušāriʿan li-al-amn al-qawmi min 1977 ila 1981 kh"
ALLaM-AI/ALLaM-7B-Instruct-preview,خلال شغله لمنصب مستشار في الأمن القومي، ساعد كارتر ديبلوماسياً في إدارة شؤون العالم مثل اتفاقيات كامب ديفيد عام 1978؛ وفكرة تطبيع العلاقات الأمريكية والصينية في أواخر السبعينيات؛ والثورة الإيرانية التي أدت إلى كارثة الرهائن الإيرانية عام 1979؛ والاحتلال السوفييتي لأفغانستان عام 1979.,"As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.","During his tenure as National Security Advisor, Carter helped diplomatically in managing world affairs, such as the Camp David Accords in 1978; the idea of normalizing U.S.-Chinese relations in the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis in 1979; and the Soviet occupation of Afghanistan in 1979."
ALLaM-AI/ALLaM-7B-Instruct-preview,وقد تلقى الفيلم الذي يضم رايان غوسلينغ وإيما ستون، ترشيحات في جميع الفئات الرئيسية.,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.","Waqd tarajimat al-fīm al-ladhi yuشمil Rāyan Ghoslīnj wa 'Imā Stūn, tarajīmat fi kul al-fā'id al-māhirah."
ALLaM-AI/ALLaM-7B-Instruct-preview,تلقى جوسلينغ وستون ترشيحات لأفضل ممثل وممثلة على الترتيب.,Gosling and Stone received nominations for Best Actor and Actress respectively.,Josling wa stone tayaridu lil-mumathil wa al-mumathila 3ala al-tartib.
ALLaM-AI/ALLaM-7B-Instruct-preview,تشمل الترشيحات الأخرى جائزة أفضل فيلمٍ ومخرجٍ وتصويرٍ سينمائيٍّ وتصميم أزياء ومونتاج وموسيقى تصويرية و تصميم إنتاج و تعديل الصوت ومزج الصوت وسيناريو أصلي.,"The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.","Other nominations include Best Film, Director, Cinematography, Costume Design, Editing, Original Screenplay."
ALLaM-AI/ALLaM-7B-Instruct-preview,تلقت أغنيتان من الفيلم، تجربة أداء (The Fools Who Dream) وCity of Stars، ترشيحات لأفضل أغنية أصلية. تلقى استوديو Lionsgate 26 ترشيحاً — أكثر من أي استوديو آخر.,"Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.","Talat aghani fi alfilm, tasawwuratu (Al-Fu'alu al-Huwa al-Dimah) wa Qawlatu al-Nuqtat, raqimat tarshihatan li aba'i' al-ghina' al-'urdiya. Taqabalat istidmaa Lionsgate bi 26 tarshi"
ALLaM-AI/ALLaM-7B-Instruct-preview,في وقت متأخر من يوم الأحد، أعلن رئيس الولايات المتحدة دونالد ترامب، في بيان ألقاه عن طريق السكرتير الصحفي، أن القوات الأميركية ستغادر سوريا.,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.","Fi waqtin mubayyan min yawmi al-Ashbah,  announced the President of the United States Donald Trump, in a statement delivered by the press secretary, that the US forces would leave Syria."
ALLaM-AI/ALLaM-7B-Instruct-preview,تم عمل الإعلان بعد أن قام ترامب بمحادثة هاتفية مع الرئيس التركي رجب الطيب أردوغان.,The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,Tamma al-i'lan ba'd an qamat Trump bi-muhadathat huwa-lil-riys al-turki Rejab al-Tayyib Arduan.
ALLaM-AI/ALLaM-7B-Instruct-preview,وستتولى تركيا أيضاً حراسة مقاتلي داعش الذين تم أسرهم، وقال البيان إن الدول الأوروبية رفضت إعادتهم.,"Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.","Turkey will also guard the captured ISIS fighters, the statement said, adding that European countries have refused to take them back."
ALLaM-AI/ALLaM-7B-Instruct-preview,لا يؤكد الأمر فحسب أن بعض من الديناصورات على أقل تقدير كانت ذات ريش، وهي نظرية شائعة بالفعل، ولكنه يقدم أيضاً تفاصيل تعجز الأحفوريات عن تقديمها في العموم، كاللون والترتيب ثلاثيّ الأبعاد.,"This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.","The discovery not only confirms that at least some dinosaurs were feathered, a theory already widely accepted, but it also provides details that fossils generally cannot, such as color and three-dimensional arrangement."
ALLaM-AI/ALLaM-7B-Instruct-preview,يقول العلماء أن ريش هذا الحيوان كان بنياً كستنائياً من الأعلى وجانبه السفلي شاحباً أو بلون الكاروتينات.,. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,The scholars say that the feathers of this animal were chestnut brown on top and the underside was pale or carotenoid-colored.
ALLaM-AI/ALLaM-7B-Instruct-preview,يمنح الاكتشاف أيضاً نظرة على تطور الريش في الطيور.,The find also grants insight into the evolution of feathers in birds.,"Imanhukan kay nagtatangka kay siya nga makabalik sa kalawasan sa kalibutan. 
Translation:
Imanhukan kay nagtatangka kay siya nga makabalik sa kalawasan sa kalibutan. 

The translation from arb_Arab to eng_Lat"
ALLaM-AI/ALLaM-7B-Instruct-preview,"نظراً لأن ريش الديناصورات لا يحتوي محوراً متطوراً بالكامل، والذي يطلق عليه اسم ""محور النورة""، ولكن لديهم خصائص أخرى للريش - كالقصيبات والقصيبات الصغرى - استنتج الباحثون أن محور النورة كان على الأرجح نشأة تطورية لاحقة لهذه الخصائص الأخرى.","Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","Nazaran anna rišat al-diniūsawat la yahṯaw muhawarat mutatawira bidal-kamil, alladhī yutlaqu 3alayhis ""muhawarat al-nawra"", wa lakinnahum yahṯawu khasayi'at ukhra lirish, kal-q"
ALLaM-AI/ALLaM-7B-Instruct-preview,تشير بنية الأجنحة إلى أنه لم يتم استخدامهم في الطيران بل لتنظيم درجة الحرارة أو للاستعراض. يقترح الباحثون أنه على الرغم من أن هذا الذيل يخص ديناصوراً صغيراً إلا أن العينة تظهر ريشاً بالغاً وليس مؤخرة كتكوت.,"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","The structure of the wings indicates that they were not used for flight, but rather for regulating temperature or for display. Researchers suggest that, although this tail belonged to a small dinosaur, the specimen shows adult feathers and not a chick's butt."
ALLaM-AI/ALLaM-7B-Instruct-preview,أشار الباحثون إلى أنه على الرغم من أن هذا ذيل ديناصور صغير، إلا أن العينة تُظهر ريش طائر بالغ وليس ريش كتكوت.,"The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","Asharat al-buhûrûn 3an anna, 3ala râ'iq anna hadhâ dhalîl dînûsûr mukhtaar, illâ anna al-'amalat tushahidu 3ala riyâshi tayyar bâghî wa laysa riyâshi kutk�"
ALLaM-AI/ALLaM-7B-Instruct-preview,لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل ضابطين من الشرطة وإصابة أكثر من عشرين آخرين بجروح.,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.","A suicide bombing occurred yesterday morning in a police station in Gaziantep, Turkey, resulting in the deaths of two police officers and the injury of more than twenty others."
ALLaM-AI/ALLaM-7B-Instruct-preview,وقال مكتب المحافظ أن ١٩ من المصابين كانوا من ضباط الشرطة.,The governor's office said nineteen of the injured were police officers.,The governorate office said that 19 of the injured were police officers.
ALLaM-AI/ALLaM-7B-Instruct-preview,وقالت الشرطة إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم.,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,Police said they suspect a former ISIS fighter is responsible for the attack.
ALLaM-AI/ALLaM-7B-Instruct-preview,وجدوا أن الشمس تعمل على نفس المبادئ الأساسية للنجوم الأخرى: وُجد أن نشاط جميع النجوم في النظام منقادٌ من خلال لمعانها ودورانها فقط.,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.",They found that the sun operates on the same basic principles as other stars: It was found that the activity of all stars in the system is governed by their brightness and rotation alone.
ALLaM-AI/ALLaM-7B-Instruct-preview,تستخدم الضيائيّة والدوران معاً في تحديد رقم روسبي الخاص بالنجم، والمتعلّق بتدفّق البلازما.,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","Using both photospheric and rotational properties together is used to determine the Rossby number of a star, related to the plasma flow."
ALLaM-AI/ALLaM-7B-Instruct-preview,كلّما قل رقم روسبي، كلما قل نشاط النجم بالنسبة للتقلّبات المغناطيسيّة.,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.","Kullama qala raqam Rusbi, kullama qala naqiṣ al-nujūm  
li-taqallubāt al-maghnaṭīyah."
ALLaM-AI/ALLaM-7B-Instruct-preview,وخلال رحلته، واجه إيواساكي مشاكل في العديد من المناسبات.,"During his trip, Iwasaki ran into trouble on many occasions.","Wa-dhar al-rihla, wajah Iwazaki mashakil fi al-mukhtaarat al-ukhra."
ALLaM-AI/ALLaM-7B-Instruct-preview,وقد تعرض للسرقة من قبل قراصنة، وهوجم في التبت من قبل كلب مسعور، ونجا من الزواج في نيبال وتم القبض عليه في الهند.,"He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","Waqd taraqasu lisarq wa-huwa-am fi al-Tibb min qablu kalb masa'ir, wa-najah min al-zawaj fi al-Nepal wa-takabbu fi al-Hind."
ALLaM-AI/ALLaM-7B-Instruct-preview,يعمل معيار 802.11n اللاسلكي على ترددي 2.4 جيغاهرتز و5.0 جيغاهرتز.,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,The 802.11n wireless standard operates on the 2.4 GHz and 5.0 GHz frequencies.
ALLaM-AI/ALLaM-7B-Instruct-preview,تسمح إمكانية عمل المعيار على الترددين أن يكون متوافقاً مع معايير سابقة له وتحديداً 802.11a و802.11b و802.11g وذلك على شرط امتلاك المحطة الأساسية لأجهزة راديو مزدوجة.,"This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.","The ability of the standard to operate at two frequencies allows it to be compatible with previous standards, specifically 802.11a, 802.11b, and 802.11g, provided that the base station has dual radio devices."
ALLaM-AI/ALLaM-7B-Instruct-preview,سرعات 802.11n أكبر بكثير من سرعات سابقيه بناتج نظري أقصاه 600 ميغابيت في الثانية.,The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,Sarɛʕat 802.11n akbar bi-kثيir min sarɛʕat sakihi bantij muntaqā 600 mibit fi al-saʕa.
ALLaM-AI/ALLaM-7B-Instruct-preview,لم يترك دوفال، المتزوج وله ولدان بالغان، انطباعًا مؤثرًا في ميلر التي كانت محور القصة.,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.","Duvall, who is married and has two adult children, did not leave a significant impression on Miller, who was the focus of the story."
ALLaM-AI/ALLaM-7B-Instruct-preview,"قال ميلر عندما طلب منه إبداء رأيه،: ""يتحدث مايك كثيرًا أثناء جلسة الاستماع... كنت أستعد، ولذا لم أسمع حقًا ما كان يقوله"".","When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","Miller said when asked for his opinion: ""Mike talks a lot during the hearing... I was preparing, so I really didn’t hear what he was saying."""
ALLaM-AI/ALLaM-7B-Instruct-preview,"صرح هو قائلاً، "" سوف نسعى جاهدين لخفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلى الإجمالي بهامش ملحوظ بحلول عام 2020 عما كان عليه مستوى عام 2005 "".","""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.","He said, ""We will strive to reduce carbon dioxide emissions per unit of GDP by a significant margin by 2020 compared to the level of 2005."""
ALLaM-AI/ALLaM-7B-Instruct-preview,لم يحدد رقمًا للتخفيضات، قائلًا إنها ستعتمد على الناتج الاقتصادي للصين.,"He did not set a figure for the cuts, saying they will be made based on China's economic output.","He did not specify a number for the cuts, saying they would depend on China's economic output."
ALLaM-AI/ALLaM-7B-Instruct-preview,"هو حث البلاد النامية ""على تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً""","Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later.""","huwa ḥuth al-buldan al-namiyah ""‘an tajanib at-tariq al-qadim allati yaqum ‘ala mabda’ an tuluth fawqal-latah tanaqul la-lataha"""
ALLaM-AI/ALLaM-7B-Instruct-preview,"وأضاف أنه ""مع ذلك، لا ينبغي أن يُجبروا على تحمل التزامات تتجاوز مرحلة نموهم، ومسؤوليتهم وقدراتهم.""","He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","And he added that ""nevertheless, they should not be forced to assume obligations beyond the stage of their growth, their responsibility, and their capabilities."""
ALLaM-AI/ALLaM-7B-Instruct-preview,قدمت مجموعة دراسة العراق تقريرها في الساعة ١٢:٠٠ بتوقيت جرينتش اليوم.,The Iraq Study Group presented its report at 12.00 GMT today.,The Iraq Study Group submitted its report at 12:00 GMT today.
ALLaM-AI/ALLaM-7B-Instruct-preview,يحذر من أنه لا أحد يمكنه ضمان أن أي مسار عمل في هذه اللحظة في العراق سيؤدي إلى وقف الحرب الطائفية أو العنف المتزايد أو الانحدار نحو الفوضى.,"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.","He warns that no one can guarantee that any course of action at this moment in Iraq will lead to a halt to sectarian war, increasing violence, or a slide towards chaos."
ALLaM-AI/ALLaM-7B-Instruct-preview,كما يبدأ هذا التقرير بدعوة لإجراء نقاش مفتوح، وتشكيل اتفاق جماعي في الرأي في الولايات المتحدة بشأن السياسة تجاه الشرق الأوسط.,The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,"As this report begins with a call for an open discussion, and the formation of a collective agreement in opinion in the United States regarding policy towards the Middle East."
ALLaM-AI/ALLaM-7B-Instruct-preview,ينتقد التقرير بشدة كل جوانب السياسة الحالية تقريباً للسلطة التنفيذية تجاه العراق، كما يحثّ على تغيير فوري في الاتجاه.,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,"The report strongly criticizes almost all aspects of the current policy of the executive branch towards Iraq, and urges an immediate change in direction."
ALLaM-AI/ALLaM-7B-Instruct-preview,أول ما تم ذكره بين ال78 توصية الخاصة بها هو أنه يجب اتخاذ مبادرة دبلوماسية قبل نهاية هذا العام لتأمين حدود العراق ضد التدخلات العدوانية ولإعادة تأسيس العلاقات الدبلوماسية مع جيرانها.,First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,"First, among the 78 recommendations, it was mentioned that a diplomatic initiative must be taken before the end of this year to secure Iraq's borders against aggressive interventions and to re-establish diplomatic relations with its neighbors."
ALLaM-AI/ALLaM-7B-Instruct-preview,لقد أعلنت كريستينا فرنانديز دي كيرشنر عضوة مجلس الشيوخ الحالية وسيدة الأرجنتين الأولى ترشحها للرئاسة الأمس مساءً في لابلاتا، وهي مدينة تبعد 50 كيلومتراً (أو 31 ميلاً) عن بوينس آيرس,"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.","Kristina Fernandez de Kirchner, current senator and First Lady of Argentina, announced her presidential candidacy last night in La Plata, a city 50 kilometers (or 31 miles) from Buenos Aires."
ALLaM-AI/ALLaM-7B-Instruct-preview,أعلنت السيدة كيرشنر عزمها الترشح للرئاسة في المسرح الأرجنتيني، وهو نفس الموقع الذي استخدمته لبدأ حملتها الانتخابية عام ٢٠٠٥ لمجلس الشيوخ بصفتها عضواً في وفد مقاطعة بوينس آيرس.,"Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.","Akhtarna al-sayyida Kershner al-'azm an ta'tir lil-riysa fi al-masra al-'argani, wa huwa al-mawqi' al-musama'a li-badai'i hamalatihi al-intikhabiyya fi 2005 li-'Ukhdud al-shu'un bika"
ALLaM-AI/ALLaM-7B-Instruct-preview,"أثير النقاش بسبب الجدل حول الإنفاق على الإغاثة وإعادة الإعمار في أعقاب إعصار كاترينا؛ والذي وصفه بعض المحافظين الماليين بطريقة فكاهية بأنه ""صفقة نيو أورليانز الجديدة لبوش"".","The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled ""Bush's New Orleans Deal.""",Athīr al-nقاش ba'd al-jawābīn 3an al-infaq 3ala al-i3āda wa al-i3mār ba'd a'thār Āsif Katrina; alladhīa  wasfahu ba3d al-muhandisīn al-maliyīn bimānā fakahatiyya
ALLaM-AI/ALLaM-7B-Instruct-preview,النقد الليبرالي لمجهود إعادة الإعمار قد ركز على منح عقود إعادة الإعمار للمطلعين في واشنطن.,Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.,The liberal criticism of the reconstruction effort has focused on awarding reconstruction contracts to insiders in Washington.
ALLaM-AI/ALLaM-7B-Instruct-preview,ذهب أكثر من 4 ملايين شخص إلى روما لحضور الجنازة.,Over four million people went to Rome to attend the funeral.,Ghazal akthar min 4 milyun nisman ila Rum li-idarat al-janazah.
ALLaM-AI/ALLaM-7B-Instruct-preview,كان عدد الحاضرين كبيراً لدرجة أنه لم يكن من الممكن للجميع الوصول إلى الجنازة في ساحة القديس بطرس.,The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,Kan ʿadda al-ḥawadithi kabīran ḏin lā yumkinu lil-kulli al-ḥawadithi al-wusṭa fī al-maqām al-ṣāṣī.
